transacao_id,usuario_id,data_transacao,mes_referencia,descricao_original,descricao_normalizada,valor,tipo,categoria,subcategoria,estabelecimento,forma_pagamento,parcelas,recorrente,canal,estado,cidade,split,fonte
TX000041244,USR000365,2025-07-01,2025-07,Locador*Residencial,locador residencial,3685.93,DESPESA,MORADIA,ALUGUEL,Locador Residencial,CARTAO_DEBITO,1,1,POS,BA,Salvador,TRAIN,SINTETICO
TX000041583,USR000368,2025-07-01,2025-07,Centro*Medico*Popular,centro medico popular,241.94,DESPESA,SAUDE,CONSULTA,Centro Medico Popular,CARTAO_DEBITO,4,0,WEB,CE,Caucaia,TRAIN,SINTETICO
TX000042261,USR000374,2025-07-01,2025-07,TIM Ultrafib 443,tim ultrafib 443,473.03,DESPESA,SERVICOS,INTERNET,TIM Ultrafibra,CARTAO_DEBITO,1,1,ATM,MG,Belo Horizonte,VALIDATION,SINTETICO
TX000042391,USR000375,2025-07-01,2025-07,COMPRA Casas Bahia BR,compra casas bahia br,207.03,DESPESA,COMPRAS,ELETRONICOS,Casas Bahia,PIX,1,0,ATM,CE,Caucaia,VALIDATION,SINTETICO
TX000042699,USR000378,2025-07-01,2025-07,Supergasbras BR,supergasbras br,641.29,DESPESA,MORADIA,GAS,Supergasbras,CARTAO_CREDITO,1,1,APP,MG,Belo Horizonte,TEST,SINTETICO
TX000042822,USR000379,2025-07-01,2025-07,EMPRESTIMO-CONSIGNADO EMPR,emprestimo consignado empr,299.75,DESPESA,DIVIDAS,EMPRESTIMO,Emprestimo Consignado,PIX,1,0,WEB,PE,Jaboatao,TEST,SINTETICO
TX000042932,USR000380,2025-07-01,2025-07,Saneamento Munici 314,saneamento munici 314,66.44,DESPESA,MORADIA,AGUA,Saneamento Municipal,BOLETO,1,1,APP,ES,Serra,TRAIN,SINTETICO
TX000043053,USR000381,2025-07-01,2025-07,Lava Jato Premium,lava jato premium,1314.74,DESPESA,TRANSPORTE,MANUTENCAO_VEICULO,Lava Jato Premium,CARTAO_CREDITO,1,0,WEB,CE,Juazeiro do Norte,TRAIN,SINTETICO
TX000043168,USR000382,2025-07-01,2025-07,UNIMED,unimed,306.23,DESPESA,SAUDE,PLANO_SAUDE,Unimed,PIX,1,1,DEBITO_AUTOMATICO,PR,Maringa,TRAIN,SINTETICO
TX000043173,USR000382,2025-07-01,2025-07,DEB Fundo de Investimento BR,deb fundo de investimento br,655.8,INVESTIMENTO,INVESTIMENTOS,FUNDO,Fundo de Investimento,DEBITO_CONTA,1,1,APP,PR,Maringa,TRAIN,SINTETICO
TX000043387,USR000384,2025-07-01,2025-07,Drogasi 238,drogasi 238,56.22,DESPESA,SAUDE,FARMACIA,Drogasil,PIX,1,0,WEB,SP,Sao Paulo,TRAIN,SINTETICO
TX000043389,USR000384,2025-07-01,2025-07,Locador*Residencial,locador residencial,256.63,DESPESA,MORADIA,ALUGUEL,Locador Residencial,CARTAO_DEBITO,1,0,APP,SP,Sao Paulo,TRAIN,SINTETICO
TX000043743,USR000387,2025-07-01,2025-07,PAG Posto Avenida BR,pag posto avenida br,50.24,DESPESA,TRANSPORTE,COMBUSTIVEL,Posto Avenida,DEBITO_AUTOMATICO,1,0,ATM,ES,Vitoria,TRAIN,SINTETICO
TX000043985,USR000389,2025-07-01,2025-07,LANC Vivo Fibra 2580,lanc vivo fibra 2580,582.96,DESPESA,SERVICOS,INTERNET,Vivo Fibra,CARTAO_CREDITO,1,1,APP,BA,Vitoria da Conquista,TRAIN,SINTETICO
TX000044213,USR000391,2025-07-01,2025-07,FUNDO DE INVESTIMENTO,fundo de investimento,276.97,INVESTIMENTO,INVESTIMENTOS,FUNDO,Fundo de Investimento,DEBITO_CONTA,1,1,APP,MG,Juiz de Fora,TRAIN,SINTETICO
TX000044654,USR000395,2025-07-01,2025-07,LCI Investime 56,lci investime 56,1115.25,INVESTIMENTO,INVESTIMENTOS,RENDA_FIXA,LCI Investimento,DEBITO_CONTA,1,1,APP,RJ,Duque de Caxias,VALIDATION,SINTETICO
TX000044870,USR000397,2025-07-01,2025-07,Oi,oi,2738.61,DESPESA,SERVICOS,TELEFONIA,Oi,PIX,1,0,APP,ES,Serra,TEST,SINTETICO
TX000045205,USR000400,2025-07-01,2025-07,Oi Fi 480,oi fi 480,173.26,DESPESA,SERVICOS,INTERNET,Oi Fibra,CARTAO_CREDITO,1,1,POS,SC,Joinville,TRAIN,SINTETICO
TX000045893,USR000406,2025-07-01,2025-07,PLANO-PGBL,plano pgbl,221.25,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Plano PGBL,DEBITO_CONTA,1,0,APP,DF,Brasilia,TRAIN,SINTETICO
TX000045989,USR000407,2025-07-01,2025-07,Microsoft*365,microsoft 365,2002.02,DESPESA,SERVICOS,ASSINATURA,Microsoft 365,CARTAO_CREDITO,1,1,POS,DF,Brasilia,TRAIN,SINTETICO
TX000047432,USR000420,2025-07-01,2025-07,PGTO PlayStation Store,pgto playstation store,641.96,DESPESA,LAZER,GAMES,PlayStation Store,CARTAO_DEBITO,1,0,ATM,BA,Feira de Santana,TRAIN,SINTETICO
TX000047682,USR000422,2025-07-01,2025-07,C4FE-DO-PONTO,c4fe do ponto,324.74,DESPESA,ALIMENTACAO,CAFETERIA,Cafe do Ponto,CARTAO_CREDITO,1,0,WEB,PR,Curitiba,TRAIN,SINTETICO
TX000047906,USR000424,2025-07-01,2025-07,ATACADAO,atacadao,432.46,DESPESA,ALIMENTACAO,SUPERMERCADO,Atacadao,CARTAO_DEBITO,1,0,WEB,BA,Salvador,TRAIN,SINTETICO
TX000047909,USR000424,2025-07-01,2025-07,Restituic 64,restituic 64,1649.99,RECEITA,RENDA,REEMBOLSO,Restituicao,PIX,1,0,APP,BA,Salvador,TRAIN,SINTETICO
TX000048130,USR000426,2025-07-01,2025-07,SALARIO EMPRESA,salario empresa,3906.18,RECEITA,RENDA,SALARIO,Salario Empresa,CREDITO_CONTA,1,1,DEPOSITO,RJ,Niteroi,TRAIN,SINTETICO
TX000049115,USR000435,2025-07-01,2025-07,DEB Amazon Livros 3530 LIVR,deb amazon livros 3530 livr,1404.97,DESPESA,EDUCACAO,LIVROS,Amazon Livros,CARTAO_DEBITO,12,0,POS,RJ,Duque de Caxias,VALIDATION,SINTETICO
TX000049116,USR000435,2025-07-01,2025-07,FOLHA-DE-PAGAMENTO,folha de pagamento,21603.57,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,RJ,Duque de Caxias,VALIDATION,SINTETICO
TX000049316,USR000437,2025-07-01,2025-07,99-APP,99 app,242.83,DESPESA,TRANSPORTE,APLICATIVO,99 App,CARTAO_CREDITO,1,0,POS,DF,Brasilia,TEST,SINTETICO
TX000049548,USR000439,2025-07-01,2025-07,Mercado Sao Jose 853,mercado sao jose 853,366.97,DESPESA,ALIMENTACAO,SUPERMERCADO,Mercado Sao Jose,CARTAO_CREDITO,1,0,POS,CE,Fortaleza,TEST,SINTETICO
TX000049683,USR000440,2025-07-01,2025-07,Starbucks,starbucks,626.14,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_CREDITO,1,0,ATM,RS,Porto Alegre,TRAIN,SINTETICO
TX000050012,USR000443,2025-07-01,2025-07,Condominio Residencial,condominio residencial,994.24,DESPESA,MORADIA,CONDOMINIO,Condominio Residencial,PIX,1,1,APP,DF,Brasilia,TRAIN,SINTETICO
TX000050467,USR000447,2025-07-01,2025-07,CLARO-INTERNET,claro internet,892.62,DESPESA,SERVICOS,INTERNET,Claro Internet,DEBITO_AUTOMATICO,1,0,DEBITO_AUTOMATICO,CE,Fortaleza,TRAIN,SINTETICO
TX000050669,USR000449,2025-07-01,2025-07,FOLHA-DE-PAGAMENTO,folha de pagamento,6569.5,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,PE,Jaboatao,TRAIN,SINTETICO
TX000050774,USR000450,2025-07-01,2025-07,CREDITO-SALARIO,credito salario,2344.93,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,MG,Juiz de Fora,TRAIN,SINTETICO
TX000051309,USR000455,2025-07-01,2025-07,ALUGUEL-RESIDENCIAL,aluguel residencial,1511.88,DESPESA,MORADIA,ALUGUEL,Aluguel Residencial,BOLETO,1,1,POS,PR,Curitiba,VALIDATION,SINTETICO
TX000051530,USR000457,2025-07-01,2025-07,TOK STOK,tok stok,336.6,DESPESA,COMPRAS,CASA,Tok Stok,PIX,1,0,DEBITO_AUTOMATICO,PR,Maringa,TEST,SINTETICO
TX000051627,USR000458,2025-07-01,2025-07,PIX Saneamento Municipal LTDA,pix saneamento municipal ltda,637.23,DESPESA,MORADIA,AGUA,Saneamento Municipal,CARTAO_CREDITO,1,1,ATM,GO,Goiania,TEST,SINTETICO
TX000052799,USR000468,2025-07-01,2025-07,Claro*Internet,claro internet,258.32,DESPESA,SERVICOS,INTERNET,Claro Internet,PIX,1,1,DEBITO_AUTOMATICO,PE,Olinda,TRAIN,SINTETICO
TX000053041,USR000470,2025-07-01,2025-07,CAFETERIA BRASIL,cafeteria brasil,795.35,DESPESA,ALIMENTACAO,CAFETERIA,Cafeteria Brasil,CARTAO_CREDITO,1,0,WEB,SP,Santos,TRAIN,SINTETICO
TX000053159,USR000471,2025-07-01,2025-07,Posto She 173,posto she 173,33.52,DESPESA,TRANSPORTE,COMBUSTIVEL,Posto Shell,PIX,1,0,POS,PE,Jaboatao,TRAIN,SINTETICO
TX000053513,USR000474,2025-07-01,2025-07,Administradora Condominial,administradora condominial,3286.4,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,CARTAO_DEBITO,1,1,WEB,RS,Pelotas,VALIDATION,SINTETICO
TX000053514,USR000474,2025-07-01,2025-07,ATACADAO,atacadao,1212.7,DESPESA,ALIMENTACAO,SUPERMERCADO,Atacadao,CARTAO_CREDITO,1,1,POS,RS,Pelotas,VALIDATION,SINTETICO
TX000053620,USR000475,2025-07-01,2025-07,VIVO-FIBRA,vivo fibra,66.02,DESPESA,SERVICOS,INTERNET,Vivo Fibra,CARTAO_CREDITO,1,1,DEBITO_AUTOMATICO,RJ,Duque de Caxias,VALIDATION,SINTETICO
TX000053742,USR000476,2025-07-01,2025-07,Emprestimo Consignado,emprestimo consignado,64.45,DESPESA,DIVIDAS,EMPRESTIMO,Emprestimo Consignado,CARTAO_CREDITO,1,0,ATM,ES,Cariacica,VALIDATION,SINTETICO
TX000054973,USR000487,2025-07-01,2025-07,Conta de Agua,conta de agua,1487.79,DESPESA,MORADIA,AGUA,Conta de Agua,CARTAO_CREDITO,1,1,ATM,PR,Curitiba,TRAIN,SINTETICO
TX000055080,USR000488,2025-07-01,2025-07,COMPR4 Claro Movel 9900,compr4 claro movel 9900,429.92,DESPESA,SERVICOS,TELEFONIA,Claro Movel,CARTAO_DEBITO,1,1,APP,RJ,Duque de Caxias,TRAIN,SINTETICO
TX000055292,USR000490,2025-07-01,2025-07,Vivo Movel,vivo movel,152.93,DESPESA,SERVICOS,TELEFONIA,Vivo Movel,PIX,1,1,APP,RJ,Duque de Caxias,TRAIN,SINTETICO
TX000055414,USR000491,2025-07-01,2025-07,COMPR4 Fundo de Investimento 9471,compr4 fundo de investimento 9471,988.04,INVESTIMENTO,INVESTIMENTOS,FUNDO,Fundo de Investimento,DEBITO_CONTA,1,1,APP,MG,Uberlandia,TRAIN,SINTETICO
TX000055630,USR000493,2025-07-01,2025-07,PLAYSTATION-STORE,playstation store,286.85,DESPESA,LAZER,GAMES,PlayStation Store,PIX,1,0,ATM,RJ,Rio de Janeiro,TRAIN,SINTETICO
TX000056544,USR000501,2025-07-01,2025-07,Oi 385 TELE,oi 385 tele,215.03,DESPESA,SERVICOS,TELEFONIA,Oi,CARTAO_CREDITO,1,0,POS,SP,Campinas,TRAIN,SINTETICO
TX000056991,USR000505,2025-07-01,2025-07,Starbu 247,starbu 247,1222.02,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_CREDITO,1,0,ATM,ES,Serra,TRAIN,SINTETICO
TX000056996,USR000505,2025-07-01,2025-07,PLANO PGBL PREV,plano pgbl prev,803.44,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Plano PGBL,DEBITO_CONTA,1,0,APP,ES,Serra,TRAIN,SINTETICO
TX000057339,USR000508,2025-07-01,2025-07,TIM Ultrafib 121,tim ultrafib 121,416.61,DESPESA,SERVICOS,INTERNET,TIM Ultrafibra,DEBITO_AUTOMATICO,1,1,WEB,SP,Santos,TRAIN,SINTETICO
TX000057800,USR000512,2025-07-01,2025-07,ULTRAGAZ,ultragaz,385.74,DESPESA,MORADIA,GAS,Ultragaz,PIX,1,1,DEBITO_AUTOMATICO,MG,Uberlandia,TRAIN,SINTETICO
TX000058248,USR000516,2025-07-01,2025-07,Claro Internet 167 INTE,claro internet 167 inte,447.25,DESPESA,SERVICOS,INTERNET,Claro Internet,CARTAO_DEBITO,1,1,POS,PR,Curitiba,VALIDATION,SINTETICO
TX000058360,USR000517,2025-07-01,2025-07,MICROSOFT-365,microsoft 365,265.58,DESPESA,SERVICOS,ASSINATURA,Microsoft 365,PIX,1,0,WEB,RJ,Rio de Janeiro,TEST,SINTETICO
TX000059425,USR000526,2025-07-01,2025-07,Starbucks,starbucks,572.09,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_CREDITO,1,0,DEBITO_AUTOMATICO,RJ,Niteroi,TRAIN,SINTETICO
TX000059551,USR000527,2025-07-01,2025-07,DEB Livraria Cultura,deb livraria cultura,251.02,DESPESA,EDUCACAO,LIVROS,Livraria Cultura,PIX,1,0,ATM,CE,Caucaia,TRAIN,SINTETICO
TX000059771,USR000529,2025-07-01,2025-07,DEB Conta de Gas BA,deb conta de gas ba,653.06,DESPESA,MORADIA,GAS,Conta de Gas,CARTAO_DEBITO,1,0,WEB,DF,Brasilia,TRAIN,SINTETICO
TX000059891,USR000530,2025-07-01,2025-07,Administradora Condominial,administradora condominial,800.61,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,CARTAO_CREDITO,1,1,DEBITO_AUTOMATICO,SP,Sao Paulo,TRAIN,SINTETICO
TX000060456,USR000535,2025-07-01,2025-07,Azul Seguros 938,azul seguros 938,642.64,DESPESA,SERVICOS,SEGURO,Azul Seguros,CARTAO_CREDITO,1,1,WEB,PE,Jaboatao,VALIDATION,SINTETICO
TX000060566,USR000536,2025-07-01,2025-07,COMPR4 Oi Fibra 0388,compr4 oi fibra 0388,330.5,DESPESA,SERVICOS,INTERNET,Oi Fibra,CARTAO_CREDITO,1,1,POS,SC,Florianopolis,VALIDATION,SINTETICO
TX000060814,USR000538,2025-07-01,2025-07,AUTO CENTER,auto center,928.73,DESPESA,TRANSPORTE,MANUTENCAO_VEICULO,Auto Center,BOLETO,1,1,APP,CE,Fortaleza,TEST,SINTETICO
TX000060817,USR000538,2025-07-01,2025-07,4plicacao Fundo,4plicacao fundo,381.21,INVESTIMENTO,INVESTIMENTOS,FUNDO,Aplicacao Fundo,DEBITO_CONTA,1,1,APP,CE,Fortaleza,TEST,SINTETICO
TX000060927,USR000539,2025-07-01,2025-07,Administradora Condominial,administradora condominial,1676.45,DESPESA,MORADIA,CONDOMINIO,Administradora Condominial,DEBITO_AUTOMATICO,1,1,ATM,SC,Blumenau,TEST,SINTETICO
TX000061362,USR000543,2025-07-01,2025-07,Max,max,189.33,DESPESA,LAZER,STREAMING,Max,CARTAO_DEBITO,1,0,POS,SC,Florianopolis,TRAIN,SINTETICO
TX000061684,USR000546,2025-07-01,2025-07,Condominio Residencial,condominio residencial,3756.58,DESPESA,MORADIA,CONDOMINIO,Condominio Residencial,DEBITO_AUTOMATICO,1,1,APP,RJ,Niteroi,TRAIN,SINTETICO
TX000061693,USR000546,2025-07-01,2025-07,APLICACAO FUNDO,aplicacao fundo,75.87,INVESTIMENTO,INVESTIMENTOS,FUNDO,Aplicacao Fundo,DEBITO_CONTA,1,1,APP,RJ,Niteroi,TRAIN,SINTETICO
TX000062239,USR000551,2025-07-01,2025-07,PAG Claro Movel RJ,pag claro movel rj,1363.32,DESPESA,SERVICOS,TELEFONIA,Claro Movel,BOLETO,1,1,APP,MG,Juiz de Fora,TRAIN,SINTETICO
TX000062601,USR000554,2025-07-01,2025-07,Adobe,adobe,755.89,DESPESA,SERVICOS,ASSINATURA,Adobe,CARTAO_DEBITO,1,1,WEB,SC,Blumenau,VALIDATION,SINTETICO
TX000062724,USR000555,2025-07-01,2025-07,Credito*Salario,credito salario,5088.77,RECEITA,RENDA,SALARIO,Credito Salario,CREDITO_CONTA,1,1,DEPOSITO,SC,Florianopolis,VALIDATION,SINTETICO
TX000062823,USR000556,2025-07-01,2025-07,SUPERG4SBRAS,superg4sbras,716.01,DESPESA,MORADIA,GAS,Supergasbras,CARTAO_DEBITO,1,1,ATM,BA,Feira de Santana,VALIDATION,SINTETICO
TX000062826,USR000556,2025-07-01,2025-07,MERCADO SAO JOSE SUPE,mercado sao jose supe,973.05,DESPESA,ALIMENTACAO,SUPERMERCADO,Mercado Sao Jose,DEBITO_AUTOMATICO,1,0,DEBITO_AUTOMATICO,BA,Feira de Santana,VALIDATION,SINTETICO
TX000063066,USR000558,2025-07-01,2025-07,Vivo Movel,vivo movel,50.71,DESPESA,SERVICOS,TELEFONIA,Vivo Movel,CARTAO_CREDITO,1,1,WEB,MG,Belo Horizonte,TEST,SINTETICO
TX000063197,USR000559,2025-07-01,2025-07,CARREFOUR,carrefour,137.91,DESPESA,ALIMENTACAO,SUPERMERCADO,Carrefour,CARTAO_CREDITO,1,0,POS,PR,Curitiba,TEST,SINTETICO
TX000063822,USR000564,2025-07-01,2025-07,Projeto Autonomo,projeto autonomo,2829.45,RECEITA,RENDA,FREELANCE,Projeto Autonomo,PIX,1,0,APP,CE,Fortaleza,TRAIN,SINTETICO
TX000064285,USR000568,2025-07-01,2025-07,Claro Movel,claro movel,470.34,DESPESA,SERVICOS,TELEFONIA,Claro Movel,CARTAO_DEBITO,1,1,APP,RJ,Rio de Janeiro,TRAIN,SINTETICO
TX000066947,USR000592,2025-07-01,2025-07,F4TURA-INTER,f4tura inter,1931.22,DESPESA,DIVIDAS,CARTAO,Fatura Inter,CARTAO_CREDITO,1,1,ATM,PE,Recife,TRAIN,SINTETICO
TX000067048,USR000593,2025-07-01,2025-07,Starbucks,starbucks,828.96,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_CREDITO,1,0,APP,GO,Aparecida de Goiania,TRAIN,SINTETICO
TX000067283,USR000595,2025-07-01,2025-07,iFood,ifood,1836.31,DESPESA,ALIMENTACAO,RESTAURANTE,iFood,BOLETO,1,0,APP,BA,Salvador,VALIDATION,SINTETICO
TX000067645,USR000598,2025-07-01,2025-07,Mercado*Sao*Jose,mercado sao jose,290.83,DESPESA,ALIMENTACAO,SUPERMERCADO,Mercado Sao Jose,BOLETO,1,0,POS,BA,Feira de Santana,TEST,SINTETICO
TX000067647,USR000598,2025-07-01,2025-07,Outback,outback,9.64,DESPESA,ALIMENTACAO,RESTAURANTE,Outback,CARTAO_CREDITO,1,0,ATM,BA,Feira de Santana,TEST,SINTETICO
TX000067866,USR000600,2025-07-01,2025-07,TIM Ultrafibra,tim ultrafibra,335.76,DESPESA,SERVICOS,INTERNET,TIM Ultrafibra,CARTAO_CREDITO,1,1,ATM,GO,Aparecida de Goiania,TRAIN,SINTETICO
TX000067978,USR000601,2025-07-01,2025-07,BURGER KING,burger king,1524.09,DESPESA,ALIMENTACAO,RESTAURANTE,Burger King,CARTAO_CREDITO,1,0,WEB,ES,Serra,TRAIN,SINTETICO
TX000068629,USR000607,2025-07-01,2025-07,Imobiliaria Centra 557,imobiliaria centra 557,900.41,DESPESA,MORADIA,ALUGUEL,Imobiliaria Central,DEBITO_AUTOMATICO,1,1,ATM,BA,Vitoria da Conquista,TRAIN,SINTETICO
TX000069556,USR000615,2025-07-01,2025-07,PAG Cafeteria Brasil 4931,pag cafeteria brasil 4931,568.29,DESPESA,ALIMENTACAO,CAFETERIA,Cafeteria Brasil,BOLETO,1,0,ATM,ES,Cariacica,VALIDATION,SINTETICO
TX000070224,USR000621,2025-07-01,2025-07,Previdencia*Privada,previdencia privada,177.57,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,SP,Santos,TRAIN,SINTETICO
TX000070662,USR000625,2025-07-01,2025-07,Mercado*Sao*Jose,mercado sao jose,554.17,DESPESA,ALIMENTACAO,SUPERMERCADO,Mercado Sao Jose,CARTAO_CREDITO,1,0,DEBITO_AUTOMATICO,MG,Belo Horizonte,TRAIN,SINTETICO
TX000070765,USR000626,2025-07-01,2025-07,Aplicacao CDB,aplicacao cdb,449.13,INVESTIMENTO,INVESTIMENTOS,RENDA_FIXA,Aplicacao CDB,DEBITO_CONTA,1,0,APP,ES,Vila Velha,TRAIN,SINTETICO
TX000071463,USR000632,2025-07-01,2025-07,Condominio Residencial 725,condominio residencial 725,767.52,DESPESA,MORADIA,CONDOMINIO,Condominio Residencial,CARTAO_CREDITO,1,0,ATM,MG,Belo Horizonte,TRAIN,SINTETICO
TX000071466,USR000632,2025-07-01,2025-07,Aluguel Residenci 14,aluguel residenci 14,1910.8,DESPESA,MORADIA,ALUGUEL,Aluguel Residencial,CARTAO_CREDITO,1,1,ATM,MG,Belo Horizonte,TRAIN,SINTETICO
TX000072695,USR000643,2025-07-01,2025-07,DEB Salario Empresa,deb salario empresa,2984.35,RECEITA,RENDA,SALARIO,Salario Empresa,CREDITO_CONTA,1,1,DEPOSITO,CE,Caucaia,TRAIN,SINTETICO
TX000072803,USR000644,2025-07-01,2025-07,Folha*de*Pagamento,folha de pagamento,9916.0,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,SC,Blumenau,TRAIN,SINTETICO
TX000073496,USR000650,2025-07-01,2025-07,Starbucks,starbucks,718.11,DESPESA,ALIMENTACAO,CAFETERIA,Starbucks,CARTAO_CREDITO,1,0,APP,CE,Juazeiro do Norte,TRAIN,SINTETICO
TX000073827,USR000653,2025-07-01,2025-07,DEB Adobe SP,deb adobe sp,393.0,DESPESA,SERVICOS,ASSINATURA,Adobe,CARTAO_CREDITO,1,1,APP,PE,Recife,TRAIN,SINTETICO
TX000073831,USR000653,2025-07-01,2025-07,LANC Servico Prestado LTDA,lanc servico prestado ltda,544.77,RECEITA,RENDA,FREELANCE,Servico Prestado,PIX,1,0,APP,PE,Recife,TRAIN,SINTETICO
TX000074051,USR000655,2025-07-01,2025-07,PADARIA CENTRAL,padaria central,249.44,DESPESA,ALIMENTACAO,RESTAURANTE,Padaria Central,CARTAO_DEBITO,1,0,ATM,RS,Caxias do Sul,VALIDATION,SINTETICO
TX000074267,USR000657,2025-07-01,2025-07,RIACHUELO,riachuelo,1413.35,DESPESA,COMPRAS,ROUPAS,Riachuelo,CARTAO_CREDITO,1,0,APP,DF,Brasilia,TEST,SINTETICO
TX000074498,USR000659,2025-07-01,2025-07,PAGUE-MENOS,pague menos,520.54,DESPESA,SAUDE,FARMACIA,Pague Menos,CARTAO_CREDITO,4,0,APP,ES,Serra,TEST,SINTETICO
TX000074711,USR000661,2025-07-01,2025-07,LIVRARIA-CULTURA,livraria cultura,245.34,DESPESA,EDUCACAO,LIVROS,Livraria Cultura,CARTAO_DEBITO,1,0,WEB,DF,Brasilia,TRAIN,SINTETICO
TX000074825,USR000662,2025-07-01,2025-07,Previdencia Privada,previdencia privada,101.89,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Previdencia Privada,DEBITO_CONTA,1,1,APP,CE,Fortaleza,TRAIN,SINTETICO
TX000074938,USR000663,2025-07-01,2025-07,Cinemark,cinemark,884.05,DESPESA,LAZER,CINEMA,Cinemark,CARTAO_CREDITO,1,0,APP,CE,Caucaia,TRAIN,SINTETICO
TX000075176,USR000665,2025-07-01,2025-07,Folha de Pagamen 188,folha de pagamen 188,3177.23,RECEITA,RENDA,SALARIO,Folha de Pagamento,CREDITO_CONTA,1,1,DEPOSITO,CE,Juazeiro do Norte,TRAIN,SINTETICO
TX000076330,USR000675,2025-07-01,2025-07,PGTO Claro Internet MG,pgto claro internet mg,38.83,DESPESA,SERVICOS,INTERNET,Claro Internet,CARTAO_CREDITO,1,1,POS,SC,Blumenau,VALIDATION,SINTETICO
TX000076753,USR000679,2025-07-01,2025-07,Fatura Nubank,fatura nubank,226.07,DESPESA,DIVIDAS,CARTAO,Fatura Nubank,CARTAO_DEBITO,1,1,DEBITO_AUTOMATICO,ES,Serra,TEST,SINTETICO
TX000077518,USR000686,2025-07-01,2025-07,IMOBILIARIA-CENTRAL,imobiliaria central,1232.27,DESPESA,MORADIA,ALUGUEL,Imobiliaria Central,BOLETO,1,1,DEBITO_AUTOMATICO,BA,Salvador,TRAIN,SINTETICO
TX000077872,USR000689,2025-07-01,2025-07,CAFE DO PONTO,cafe do ponto,899.17,DESPESA,ALIMENTACAO,CAFETERIA,Cafe do Ponto,PIX,1,0,APP,BA,Vitoria da Conquista,TRAIN,SINTETICO
TX000078106,USR000691,2025-07-01,2025-07,Posto Avenida,posto avenida,23.06,DESPESA,TRANSPORTE,COMBUSTIVEL,Posto Avenida,PIX,1,0,APP,SC,Joinville,TRAIN,SINTETICO
TX000078808,USR000697,2025-07-01,2025-07,Vivo Fibra 495,vivo fibra 495,84.7,DESPESA,SERVICOS,INTERNET,Vivo Fibra,PIX,1,1,DEBITO_AUTOMATICO,GO,Anapolis,TEST,SINTETICO
TX000079353,USR000702,2025-07-01,2025-07,DEB Plano PGBL LTDA,deb plano pgbl ltda,536.16,INVESTIMENTO,INVESTIMENTOS,PREVIDENCIA,Plano PGBL,DEBITO_CONTA,1,1,APP,RJ,Duque de Caxias,TRAIN,SINTETICO
TX000079579,USR000704,2025-07-01,2025-07,PIX Saque ATM SP,pix saque atm sp,52.29,DESPESA,OUTROS,SAQUE,Saque ATM,CARTAO_DEBITO,1,0,WEB,SC,Blumenau,TRAIN,SINTETICO
TX000079700,USR000705,2025-07-01,2025-07,Supergasbras,supergasbras,2192.75,DESPESA,MORADIA,GAS,Supergasbras,CARTAO_CREDITO,1,1,POS,PE,Olinda,TRAIN,SINTETICO
TX000080136,USR000709,2025-07-01,2025-07,TIM TELE,tim tele,971.89,DESPESA,SERVICOS,TELEFONIA,TIM,CARTAO_CREDITO,1,1,ATM,BA,Salvador,TRAIN,SINTETICO
TX000080137,USR000709,2025-07-01,2025-07,DEB Outback,deb outback,513.9,DESPESA,ALIMENTACAO,RESTAURANTE,Outback,CARTAO_DEBITO,1,0,POS,BA,Salvador,TRAIN,SINTETICO
TX000080140,USR000709,2025-07-01,2025-07,TIM,tim,388.69,DESPESA,SERVICOS,TELEFONIA,TIM,PIX,1,0,WEB,BA,Salvador,TRAIN,SINTETICO
TX000080602,USR000713,2025-07-01,2025-07,Sabesp,sabesp,958.68,DESPESA,MORADIA,AGUA,Sabesp,DEBITO_AUTOMATICO,1,1,ATM,DF,Brasilia,TRAIN,SINTETICO
TX000081059,USR000717,2025-07-01,2025-07,PAG Riachuelo LTDA,pag riachuelo ltda,519.21,DESPESA,COMPRAS,ROUPAS,Riachuelo,PIX,3,0,APP,GO,Anapolis,TEST,SINTETICO
TX000081628,USR000722,2025-07-01,2025-07,Sabesp,sabesp,78.1,DESPESA,MORADIA,AGUA,Sabesp,DINHEIRO,1,1,APP,DF,Brasilia,TRAIN,SINTETICO
