description,amount,date,type,payment_method,recurrent
Passagem aerea,1230.61,2024-09-13,EXPENSE,BANK_TRANSFER,False
Aplicativo de transporte,50.23,2024-09-13,EXPENSE,BOLETO,False
Loja de roupas,211.65,2024-09-13,EXPENSE,CASH,False
Plano de saude,753.89,2024-09-14,EXPENSE,BOLETO,True
Veterinario,487.25,2024-09-14,EXPENSE,BOLETO,False
Salario mensal,7955.02,2024-09-14,INCOME,PIX,True
Farmacia,231.75,2024-09-14,EXPENSE,CASH,False
Supermercado,190.0,2024-09-14,EXPENSE,BOLETO,False
Combustivel,352.02,2024-09-14,EXPENSE,DEBIT_CARD,False
Supermercado,205.31,2024-09-14,EXPENSE,DEBIT_CARD,False
Streaming,37.34,2024-09-14,EXPENSE,CASH,False
Dividendos,362.08,2024-09-14,INCOME,BANK_TRANSFER,True
Doacao,171.54,2024-09-14,EXPENSE,BANK_TRANSFER,False
Condominio,743.91,2024-09-15,EXPENSE,BANK_TRANSFER,True
Cinema e lazer,51.37,2024-09-15,EXPENSE,BOLETO,False
Passagem aerea,434.82,2024-09-15,EXPENSE,CREDIT_CARD,False
Conta de agua,105.1,2024-09-15,EXPENSE,CASH,False
Delivery de comida,39.98,2024-09-15,EXPENSE,PIX,False
Aplicativo de transporte,83.37,2024-09-15,EXPENSE,BOLETO,False
Loja de roupas,309.79,2024-09-15,EXPENSE,BANK_TRANSFER,False
Delivery de comida,54.01,2024-09-15,EXPENSE,BOLETO,False
Impostos e taxas,883.04,2024-09-15,EXPENSE,PIX,False
Streaming,36.88,2024-09-15,EXPENSE,BANK_TRANSFER,True
Livraria,204.68,2024-09-15,EXPENSE,CREDIT_CARD,False
Combustivel,196.5,2024-09-16,EXPENSE,BOLETO,False
Dividendos,55.41,2024-09-16,INCOME,PIX,True
Restituicao de imposto,2195.29,2024-09-16,INCOME,BANK_TRANSFER,False
Internet residencial,149.06,2024-09-16,EXPENSE,DEBIT_CARD,True
Doacao,95.24,2024-09-16,EXPENSE,PIX,False
Plano de celular,65.57,2024-09-16,EXPENSE,BANK_TRANSFER,True
Estacionamento,33.38,2024-09-16,EXPENSE,CREDIT_CARD,False
Internet residencial,113.2,2024-09-16,EXPENSE,PIX,False
Farmacia,245.08,2024-09-16,EXPENSE,CASH,False
Condominio,874.69,2024-09-16,EXPENSE,CASH,True
Bonus profissional,1740.0,2024-09-17,INCOME,BANK_TRANSFER,False
Aluguel residencial,3230.62,2024-09-17,EXPENSE,CASH,True
Seguro do veiculo,148.97,2024-09-17,EXPENSE,PIX,True
Transferencia recebida,1404.92,2024-09-17,INCOME,BANK_TRANSFER,False
Aluguel recebido,2318.12,2024-09-17,INCOME,PIX,False
Loja de roupas,600.27,2024-09-17,EXPENSE,CREDIT_CARD,False
Internet residencial,87.11,2024-09-17,EXPENSE,CREDIT_CARD,True
Farmacia,194.04,2024-09-17,EXPENSE,CREDIT_CARD,False
Reembolso empresarial,768.08,2024-09-17,INCOME,BANK_TRANSFER,False
Condominio,305.58,2024-09-17,EXPENSE,PIX,True
Plano de saude,303.79,2024-09-17,EXPENSE,BANK_TRANSFER,False
Aluguel residencial,2300.84,2024-09-17,EXPENSE,BANK_TRANSFER,True
Curso online,286.15,2024-09-18,EXPENSE,PIX,False
Cinema e lazer,32.53,2024-09-18,EXPENSE,DEBIT_CARD,False
Aplicativo de transporte,22.15,2024-09-18,EXPENSE,CASH,False
Estacionamento,18.33,2024-09-18,EXPENSE,CASH,False
Reembolso empresarial,308.95,2024-09-18,INCOME,BANK_TRANSFER,False
Curso online,540.29,2024-09-18,EXPENSE,BANK_TRANSFER,False
Manutencao do veiculo,1093.0,2024-09-18,EXPENSE,DEBIT_CARD,False
Internet residencial,73.38,2024-09-18,EXPENSE,BANK_TRANSFER,True
Aplicativo de transporte,25.1,2024-09-18,EXPENSE,CASH,False
Plano de celular,134.56,2024-09-18,EXPENSE,CASH,True
Veterinario,230.76,2024-09-18,EXPENSE,CREDIT_CARD,False
Eletronicos,2140.11,2024-09-18,EXPENSE,CREDIT_CARD,False
Doacao,319.2,2024-09-18,EXPENSE,CASH,False
Impostos e taxas,766.67,2024-09-18,EXPENSE,BOLETO,False
Conta de energia,306.82,2024-09-19,EXPENSE,BANK_TRANSFER,True
Passagem aerea,834.13,2024-09-19,EXPENSE,BANK_TRANSFER,False
Plano de saude,1220.63,2024-09-19,EXPENSE,CASH,True
Academia,143.68,2024-09-19,EXPENSE,CREDIT_CARD,True
Streaming,29.45,2024-09-19,EXPENSE,PIX,True
Passagem aerea,2050.89,2024-09-19,EXPENSE,BOLETO,False
Pagamento freelance,1789.09,2024-09-19,INCOME,PIX,False
Restaurante,59.96,2024-09-19,EXPENSE,BANK_TRANSFER,False
Farmacia,73.78,2024-09-20,EXPENSE,BANK_TRANSFER,False
Dividendos,192.31,2024-09-20,INCOME,BANK_TRANSFER,True
Condominio,512.73,2024-09-20,EXPENSE,DEBIT_CARD,True
Loja de roupas,359.1,2024-09-20,EXPENSE,BOLETO,False
Manutencao do veiculo,1575.73,2024-09-20,EXPENSE,PIX,False
Restaurante,122.42,2024-09-20,EXPENSE,BANK_TRANSFER,False
Livraria,130.56,2024-09-20,EXPENSE,BANK_TRANSFER,False
Reembolso empresarial,579.72,2024-09-21,INCOME,BANK_TRANSFER,False
Veterinario,323.91,2024-09-21,EXPENSE,PIX,False
Doacao,154.41,2024-09-21,EXPENSE,BANK_TRANSFER,False
Dividendos,439.48,2024-09-21,INCOME,BANK_TRANSFER,True
Academia,202.89,2024-09-21,EXPENSE,CREDIT_CARD,True
Combustivel,163.59,2024-09-21,EXPENSE,BOLETO,False
Streaming,35.35,2024-09-21,EXPENSE,CASH,True
Conta de agua,175.81,2024-09-21,EXPENSE,BOLETO,True
Pagamento freelance,2130.17,2024-09-21,INCOME,PIX,False
Passagem aerea,2443.85,2024-09-21,EXPENSE,BANK_TRANSFER,False
Pet shop,150.92,2024-09-21,EXPENSE,CASH,False
Bonus profissional,3813.99,2024-09-21,INCOME,PIX,False
Pet shop,127.46,2024-09-21,EXPENSE,CREDIT_CARD,False
Salario mensal,9951.35,2024-09-21,INCOME,BANK_TRANSFER,True
Venda de produto,803.91,2024-09-22,INCOME,PIX,False
Condominio,352.26,2024-09-22,EXPENSE,BANK_TRANSFER,True
Streaming,36.62,2024-09-22,EXPENSE,CREDIT_CARD,True
Pet shop,286.31,2024-09-22,EXPENSE,CREDIT_CARD,False
Condominio,430.58,2024-09-22,EXPENSE,CASH,True
Restaurante,146.88,2024-09-22,EXPENSE,BOLETO,False
Padaria,36.46,2024-09-22,EXPENSE,PIX,False
Impostos e taxas,783.17,2024-09-22,EXPENSE,CREDIT_CARD,False
Veterinario,493.85,2024-09-22,EXPENSE,CASH,False
Delivery de comida,105.65,2024-09-22,EXPENSE,PIX,False
Curso online,96.84,2024-09-23,EXPENSE,BOLETO,False
Manutencao do veiculo,735.41,2024-09-23,EXPENSE,DEBIT_CARD,False
Viagem e hospedagem,2419.5,2024-09-23,EXPENSE,DEBIT_CARD,False
Pet shop,104.47,2024-09-23,EXPENSE,BANK_TRANSFER,False
Livraria,158.03,2024-09-23,EXPENSE,PIX,False
Plano de saude,444.26,2024-09-23,EXPENSE,CASH,True
Rendimento de investimento,446.1,2024-09-23,INCOME,PIX,False
Seguro do veiculo,386.8,2024-09-23,EXPENSE,CREDIT_CARD,True
Eletronicos,3476.79,2024-09-24,EXPENSE,BOLETO,False
Salario mensal,5595.23,2024-09-24,INCOME,BANK_TRANSFER,True
Viagem e hospedagem,652.44,2024-09-24,EXPENSE,BANK_TRANSFER,False
Loja de roupas,605.14,2024-09-24,EXPENSE,CREDIT_CARD,False
Farmacia,81.4,2024-09-24,EXPENSE,BANK_TRANSFER,False
Conta de energia,284.59,2024-09-24,EXPENSE,CREDIT_CARD,True
Impostos e taxas,720.77,2024-09-24,EXPENSE,CASH,False
Streaming,38.85,2024-09-24,EXPENSE,BOLETO,False
Viagem e hospedagem,2928.86,2024-09-24,EXPENSE,CREDIT_CARD,False
Pet shop,270.28,2024-09-25,EXPENSE,PIX,False
Restituicao de imposto,2082.31,2024-09-25,INCOME,BANK_TRANSFER,False
Plano de saude,966.52,2024-09-25,EXPENSE,CASH,True
Delivery de comida,34.18,2024-09-25,EXPENSE,BANK_TRANSFER,False
Passagem aerea,896.63,2024-09-25,EXPENSE,BANK_TRANSFER,False
Delivery de comida,156.12,2024-09-25,EXPENSE,PIX,False
Padaria,29.58,2024-09-25,EXPENSE,BOLETO,False
Eletronicos,3500.98,2024-09-25,EXPENSE,CASH,False
Academia,145.56,2024-09-25,EXPENSE,DEBIT_CARD,True
Academia,138.1,2024-09-25,EXPENSE,PIX,True
Aluguel recebido,2311.71,2024-09-25,INCOME,PIX,True
Seguro do veiculo,118.9,2024-09-25,EXPENSE,CASH,False
Supermercado,159.14,2024-09-25,EXPENSE,PIX,False
Supermercado,384.98,2024-09-25,EXPENSE,BANK_TRANSFER,False
Bonus profissional,3903.57,2024-09-25,INCOME,BANK_TRANSFER,False
Livraria,67.32,2024-09-26,EXPENSE,PIX,False
Manutencao do veiculo,879.15,2024-09-26,EXPENSE,CREDIT_CARD,False
Eletronicos,3548.75,2024-09-26,EXPENSE,CASH,False
Loja de roupas,422.08,2024-09-26,EXPENSE,CASH,False
Estacionamento,21.87,2024-09-26,EXPENSE,BANK_TRANSFER,False
Combustivel,252.55,2024-09-26,EXPENSE,DEBIT_CARD,False
Impostos e taxas,1084.09,2024-09-26,EXPENSE,BOLETO,False
Pagamento freelance,3335.54,2024-09-26,INCOME,BANK_TRANSFER,False
Aluguel residencial,2802.47,2024-09-26,EXPENSE,BANK_TRANSFER,True
Manutencao do veiculo,1304.97,2024-09-27,EXPENSE,CASH,False
Curso online,545.1,2024-09-27,EXPENSE,PIX,False
Aplicativo de transporte,50.67,2024-09-27,EXPENSE,PIX,False
Transferencia recebida,336.14,2024-09-27,INCOME,PIX,False
Aluguel recebido,1660.61,2024-09-27,INCOME,BANK_TRANSFER,True
Pagamento freelance,3104.1,2024-09-27,INCOME,BANK_TRANSFER,False
Rendimento de investimento,490.78,2024-09-27,INCOME,PIX,True
Pet shop,177.66,2024-09-27,EXPENSE,PIX,False
Salario mensal,9460.88,2024-09-28,INCOME,BANK_TRANSFER,True
Seguro do veiculo,246.52,2024-09-28,EXPENSE,BOLETO,True
Padaria,27.66,2024-09-28,EXPENSE,PIX,False
Venda de produto,1527.07,2024-09-28,INCOME,BANK_TRANSFER,False
Combustivel,180.8,2024-09-28,EXPENSE,BANK_TRANSFER,False
Estacionamento,11.78,2024-09-28,EXPENSE,CASH,False
Supermercado,331.23,2024-09-28,EXPENSE,BOLETO,False
Supermercado,318.18,2024-09-28,EXPENSE,PIX,False
Farmacia,34.49,2024-09-28,EXPENSE,BANK_TRANSFER,False
Rendimento de investimento,226.35,2024-09-28,INCOME,BANK_TRANSFER,False
Dividendos,336.68,2024-09-28,INCOME,BANK_TRANSFER,True
Cinema e lazer,80.45,2024-09-28,EXPENSE,BOLETO,False
Cinema e lazer,107.92,2024-09-29,EXPENSE,BOLETO,False
Pet shop,303.17,2024-09-29,EXPENSE,PIX,False
Combustivel,377.15,2024-09-29,EXPENSE,BANK_TRANSFER,False
Combustivel,237.01,2024-09-29,EXPENSE,CREDIT_CARD,False
Academia,103.7,2024-09-29,EXPENSE,BOLETO,True
Reembolso empresarial,668.28,2024-09-29,INCOME,PIX,False
Streaming,21.96,2024-09-29,EXPENSE,DEBIT_CARD,True
Curso online,430.08,2024-09-29,EXPENSE,BOLETO,False
Cinema e lazer,182.42,2024-09-29,EXPENSE,DEBIT_CARD,False
Plano de celular,107.23,2024-09-29,EXPENSE,PIX,True
Doacao,207.52,2024-09-29,EXPENSE,DEBIT_CARD,False
Conta de agua,150.62,2024-09-29,EXPENSE,CREDIT_CARD,False
Padaria,29.94,2024-09-29,EXPENSE,BANK_TRANSFER,False
Combustivel,154.6,2024-09-29,EXPENSE,BOLETO,False
Condominio,810.02,2024-09-29,EXPENSE,PIX,True
Restituicao de imposto,1866.36,2024-09-30,INCOME,BANK_TRANSFER,False
Venda de produto,744.99,2024-09-30,INCOME,BANK_TRANSFER,False
Passagem aerea,1965.01,2024-09-30,EXPENSE,BOLETO,False
Rendimento de investimento,436.17,2024-09-30,INCOME,BANK_TRANSFER,True
Cinema e lazer,68.37,2024-09-30,EXPENSE,PIX,False
Loja de roupas,364.78,2024-09-30,EXPENSE,CREDIT_CARD,False
Condominio,830.84,2024-09-30,EXPENSE,BANK_TRANSFER,True
Restaurante,197.5,2024-09-30,EXPENSE,DEBIT_CARD,False
Livraria,121.92,2024-09-30,EXPENSE,BANK_TRANSFER,False
Transferencia recebida,873.5,2024-09-30,INCOME,BANK_TRANSFER,False
Bonus profissional,3674.09,2024-09-30,INCOME,BANK_TRANSFER,False
Veterinario,485.31,2024-09-30,EXPENSE,PIX,False
Aplicativo de transporte,22.48,2024-10-01,EXPENSE,CREDIT_CARD,False
Livraria,187.16,2024-10-01,EXPENSE,PIX,False
Eletronicos,533.98,2024-10-01,EXPENSE,CREDIT_CARD,False
Plano de saude,482.93,2024-10-01,EXPENSE,DEBIT_CARD,True
Veterinario,624.93,2024-10-01,EXPENSE,CREDIT_CARD,False
Venda de produto,1484.48,2024-10-01,INCOME,BANK_TRANSFER,False
Viagem e hospedagem,2556.04,2024-10-01,EXPENSE,CREDIT_CARD,False
Estacionamento,24.18,2024-10-01,EXPENSE,BOLETO,False
Pagamento freelance,1988.12,2024-10-01,INCOME,PIX,False
Conta de energia,455.28,2024-10-01,EXPENSE,PIX,True
Padaria,20.28,2024-10-01,EXPENSE,CASH,False
Padaria,23.55,2024-10-01,EXPENSE,CREDIT_CARD,False
Restaurante,230.56,2024-10-01,EXPENSE,CASH,False
Veterinario,373.98,2024-10-02,EXPENSE,CREDIT_CARD,False
Cinema e lazer,51.01,2024-10-02,EXPENSE,CREDIT_CARD,False
Conta de energia,181.11,2024-10-02,EXPENSE,BANK_TRANSFER,False
Aluguel recebido,3052.23,2024-10-02,INCOME,BANK_TRANSFER,True
Estacionamento,23.28,2024-10-02,EXPENSE,PIX,False
Estacionamento,56.74,2024-10-02,EXPENSE,BOLETO,False
Salario mensal,7015.66,2024-10-02,INCOME,BANK_TRANSFER,False
Rendimento de investimento,94.93,2024-10-02,INCOME,BANK_TRANSFER,True
Condominio,519.75,2024-10-02,EXPENSE,CREDIT_CARD,True
Loja de roupas,155.87,2024-10-02,EXPENSE,DEBIT_CARD,False
Plano de saude,360.61,2024-10-02,EXPENSE,CREDIT_CARD,True
Reembolso empresarial,421.99,2024-10-02,INCOME,PIX,False
Viagem e hospedagem,834.21,2024-10-02,EXPENSE,BOLETO,False
Dividendos,506.72,2024-10-03,INCOME,BANK_TRANSFER,False
Restituicao de imposto,1086.38,2024-10-03,INCOME,PIX,False
Condominio,665.13,2024-10-03,EXPENSE,PIX,True
Aluguel recebido,3146.3,2024-10-03,INCOME,BANK_TRANSFER,True
Conta de agua,65.53,2024-10-03,EXPENSE,CREDIT_CARD,True
Condominio,606.17,2024-10-03,EXPENSE,PIX,True
Impostos e taxas,1018.83,2024-10-03,EXPENSE,CREDIT_CARD,False
Supermercado,320.6,2024-10-04,EXPENSE,CREDIT_CARD,False
Aplicativo de transporte,55.24,2024-10-04,EXPENSE,PIX,False
Seguro do veiculo,226.06,2024-10-04,EXPENSE,DEBIT_CARD,False
Pagamento freelance,3677.75,2024-10-04,INCOME,PIX,False
Salario mensal,5314.46,2024-10-04,INCOME,BANK_TRANSFER,True
Conta de energia,465.63,2024-10-04,EXPENSE,CREDIT_CARD,False
Cinema e lazer,76.34,2024-10-04,EXPENSE,DEBIT_CARD,False
Cinema e lazer,73.7,2024-10-04,EXPENSE,PIX,False
Transferencia recebida,1446.71,2024-10-04,INCOME,PIX,False
Farmacia,193.7,2024-10-04,EXPENSE,CASH,False
Plano de celular,55.05,2024-10-04,EXPENSE,DEBIT_CARD,True
Reembolso empresarial,219.66,2024-10-04,INCOME,BANK_TRANSFER,False
Aluguel recebido,2988.78,2024-10-04,INCOME,BANK_TRANSFER,True
Passagem aerea,2095.33,2024-10-04,EXPENSE,DEBIT_CARD,False
Combustivel,274.39,2024-10-04,EXPENSE,CASH,False
Reembolso empresarial,562.4,2024-10-04,INCOME,PIX,False
Pet shop,94.33,2024-10-04,EXPENSE,CREDIT_CARD,False
Estacionamento,19.06,2024-10-04,EXPENSE,BANK_TRANSFER,False
Combustivel,193.61,2024-10-05,EXPENSE,CASH,False
Impostos e taxas,1276.4,2024-10-05,EXPENSE,CREDIT_CARD,False
Aluguel residencial,3461.59,2024-10-05,EXPENSE,BANK_TRANSFER,True
Doacao,317.26,2024-10-05,EXPENSE,PIX,False
Veterinario,187.68,2024-10-05,EXPENSE,DEBIT_CARD,False
Eletronicos,1188.86,2024-10-05,EXPENSE,PIX,False
Internet residencial,127.9,2024-10-05,EXPENSE,CREDIT_CARD,True
Cinema e lazer,111.06,2024-10-05,EXPENSE,CREDIT_CARD,False
Aluguel residencial,1243.03,2024-10-06,EXPENSE,DEBIT_CARD,True
Farmacia,313.62,2024-10-06,EXPENSE,CREDIT_CARD,False
Academia,216.03,2024-10-06,EXPENSE,BANK_TRANSFER,True
Veterinario,294.8,2024-10-06,EXPENSE,DEBIT_CARD,False
Internet residencial,131.42,2024-10-06,EXPENSE,PIX,True
Viagem e hospedagem,1845.58,2024-10-06,EXPENSE,BOLETO,False
Aluguel recebido,1928.33,2024-10-06,INCOME,PIX,True
Streaming,37.37,2024-10-06,EXPENSE,CASH,True
Combustivel,215.66,2024-10-06,EXPENSE,CREDIT_CARD,False
Curso online,247.25,2024-10-06,EXPENSE,BOLETO,False
Eletronicos,2461.64,2024-10-07,EXPENSE,PIX,False
Salario mensal,8382.32,2024-10-07,INCOME,PIX,True
Seguro do veiculo,289.76,2024-10-07,EXPENSE,BANK_TRANSFER,True
Curso online,365.4,2024-10-07,EXPENSE,CASH,False
Internet residencial,129.48,2024-10-07,EXPENSE,DEBIT_CARD,False
Doacao,278.89,2024-10-07,EXPENSE,CREDIT_CARD,False
Dividendos,368.19,2024-10-08,INCOME,PIX,True
Viagem e hospedagem,2415.49,2024-10-08,EXPENSE,PIX,False
Reembolso empresarial,673.55,2024-10-08,INCOME,BANK_TRANSFER,False
Manutencao do veiculo,688.46,2024-10-08,EXPENSE,CREDIT_CARD,False
Impostos e taxas,406.75,2024-10-08,EXPENSE,CREDIT_CARD,False
Padaria,34.12,2024-10-08,EXPENSE,BOLETO,False
Loja de roupas,701.02,2024-10-08,EXPENSE,BANK_TRANSFER,False
Delivery de comida,90.0,2024-10-08,EXPENSE,BOLETO,False
Aluguel residencial,2529.67,2024-10-08,EXPENSE,CREDIT_CARD,True
Loja de roupas,302.67,2024-10-08,EXPENSE,CASH,False
Rendimento de investimento,287.28,2024-10-09,INCOME,PIX,True
Venda de produto,1166.48,2024-10-09,INCOME,BANK_TRANSFER,False
Conta de agua,118.85,2024-10-09,EXPENSE,CREDIT_CARD,True
Pet shop,244.34,2024-10-09,EXPENSE,PIX,False
Eletronicos,1589.21,2024-10-09,EXPENSE,BOLETO,False
Aluguel recebido,2216.9,2024-10-09,INCOME,PIX,False
Eletronicos,1393.77,2024-10-10,EXPENSE,PIX,False
Bonus profissional,1407.67,2024-10-10,INCOME,BANK_TRANSFER,False
Restituicao de imposto,1203.63,2024-10-10,INCOME,PIX,False
Viagem e hospedagem,1877.65,2024-10-10,EXPENSE,BANK_TRANSFER,False
Rendimento de investimento,230.76,2024-10-10,INCOME,BANK_TRANSFER,True
Aplicativo de transporte,26.73,2024-10-10,EXPENSE,BANK_TRANSFER,False
Plano de saude,534.56,2024-10-10,EXPENSE,BANK_TRANSFER,True
Streaming,34.85,2024-10-10,EXPENSE,BOLETO,True
Streaming,50.95,2024-10-10,EXPENSE,BOLETO,False
Impostos e taxas,792.04,2024-10-10,EXPENSE,CREDIT_CARD,False
Aplicativo de transporte,47.15,2024-10-11,EXPENSE,BANK_TRANSFER,False
Seguro do veiculo,280.38,2024-10-11,EXPENSE,DEBIT_CARD,True
Plano de saude,412.73,2024-10-11,EXPENSE,PIX,False
Pagamento freelance,1358.57,2024-10-11,INCOME,PIX,False
Reembolso empresarial,550.69,2024-10-11,INCOME,BANK_TRANSFER,False
Bonus profissional,2554.15,2024-10-11,INCOME,PIX,False
Restaurante,138.46,2024-10-11,EXPENSE,CASH,False
Manutencao do veiculo,1132.33,2024-10-11,EXPENSE,BANK_TRANSFER,False
Combustivel,271.78,2024-10-11,EXPENSE,PIX,False
Passagem aerea,2363.84,2024-10-11,EXPENSE,BOLETO,False
Passagem aerea,474.77,2024-10-11,EXPENSE,BANK_TRANSFER,False
Venda de produto,1005.53,2024-10-11,INCOME,BANK_TRANSFER,False
Plano de celular,152.62,2024-10-11,EXPENSE,CREDIT_CARD,True
Dividendos,314.35,2024-10-11,INCOME,BANK_TRANSFER,True
Passagem aerea,1534.2,2024-10-11,EXPENSE,DEBIT_CARD,False
Condominio,589.14,2024-10-11,EXPENSE,BOLETO,False
Dividendos,393.91,2024-10-11,INCOME,PIX,True
Restituicao de imposto,1668.99,2024-10-12,INCOME,PIX,False
Pet shop,88.82,2024-10-12,EXPENSE,CREDIT_CARD,False
Pet shop,109.46,2024-10-12,EXPENSE,DEBIT_CARD,False
Pagamento freelance,1806.73,2024-10-12,INCOME,PIX,False
Loja de roupas,458.23,2024-10-12,EXPENSE,CREDIT_CARD,False
Seguro do veiculo,341.02,2024-10-12,EXPENSE,CASH,True
Delivery de comida,92.54,2024-10-12,EXPENSE,CREDIT_CARD,False
Venda de produto,1144.89,2024-10-12,INCOME,PIX,False
Manutencao do veiculo,1657.38,2024-10-12,EXPENSE,BANK_TRANSFER,False
Salario mensal,5222.29,2024-10-12,INCOME,BANK_TRANSFER,True
Veterinario,191.37,2024-10-12,EXPENSE,BANK_TRANSFER,False
Curso online,616.98,2024-10-12,EXPENSE,CASH,False
Aplicativo de transporte,68.52,2024-10-12,EXPENSE,PIX,False
Streaming,26.18,2024-10-13,EXPENSE,PIX,True
Salario mensal,6671.39,2024-10-13,INCOME,BANK_TRANSFER,True
Pet shop,143.13,2024-10-13,EXPENSE,BANK_TRANSFER,False
Restaurante,146.65,2024-10-13,EXPENSE,DEBIT_CARD,False
Conta de agua,149.03,2024-10-13,EXPENSE,CREDIT_CARD,True
Delivery de comida,60.08,2024-10-14,EXPENSE,CASH,False
Transferencia recebida,1157.5,2024-10-14,INCOME,BANK_TRANSFER,False
Veterinario,684.9,2024-10-14,EXPENSE,CREDIT_CARD,False
Supermercado,211.01,2024-10-14,EXPENSE,CREDIT_CARD,False
Padaria,24.29,2024-10-14,EXPENSE,DEBIT_CARD,False
Manutencao do veiculo,775.9,2024-10-14,EXPENSE,BANK_TRANSFER,False
Aplicativo de transporte,31.17,2024-10-14,EXPENSE,CREDIT_CARD,False
Bonus profissional,1290.79,2024-10-14,INCOME,PIX,False
Rendimento de investimento,516.54,2024-10-14,INCOME,BANK_TRANSFER,True
Loja de roupas,416.24,2024-10-14,EXPENSE,BANK_TRANSFER,False
Livraria,68.84,2024-10-14,EXPENSE,DEBIT_CARD,False
Conta de agua,221.18,2024-10-14,EXPENSE,DEBIT_CARD,False
Viagem e hospedagem,2044.08,2024-10-15,EXPENSE,DEBIT_CARD,False
Transferencia recebida,1038.59,2024-10-15,INCOME,PIX,False
Viagem e hospedagem,2229.12,2024-10-15,EXPENSE,CREDIT_CARD,False
Doacao,222.29,2024-10-15,EXPENSE,CREDIT_CARD,False
Impostos e taxas,1142.69,2024-10-15,EXPENSE,DEBIT_CARD,False
Academia,139.38,2024-10-15,EXPENSE,CREDIT_CARD,True
Livraria,141.03,2024-10-15,EXPENSE,PIX,False
Internet residencial,176.8,2024-10-15,EXPENSE,DEBIT_CARD,True
Condominio,759.1,2024-10-15,EXPENSE,CASH,True
Internet residencial,136.83,2024-10-15,EXPENSE,CREDIT_CARD,True
Restaurante,185.35,2024-10-15,EXPENSE,CREDIT_CARD,False
Transferencia recebida,948.29,2024-10-15,INCOME,PIX,False
Pet shop,111.97,2024-10-16,EXPENSE,CASH,False
Dividendos,252.34,2024-10-16,INCOME,PIX,True
Rendimento de investimento,248.41,2024-10-16,INCOME,PIX,True
Restaurante,200.2,2024-10-16,EXPENSE,DEBIT_CARD,False
Conta de agua,72.68,2024-10-16,EXPENSE,BOLETO,True
Bonus profissional,3406.54,2024-10-16,INCOME,BANK_TRANSFER,False
Plano de celular,55.68,2024-10-16,EXPENSE,BOLETO,True
Seguro do veiculo,159.69,2024-10-16,EXPENSE,CREDIT_CARD,True
Veterinario,518.76,2024-10-17,EXPENSE,CREDIT_CARD,False
Combustivel,100.41,2024-10-17,EXPENSE,BOLETO,False
Cinema e lazer,93.59,2024-10-17,EXPENSE,CREDIT_CARD,False
Doacao,116.39,2024-10-17,EXPENSE,PIX,False
Doacao,142.59,2024-10-17,EXPENSE,DEBIT_CARD,False
Doacao,336.77,2024-10-17,EXPENSE,PIX,False
Restituicao de imposto,1904.92,2024-10-17,INCOME,PIX,False
Eletronicos,1656.73,2024-10-17,EXPENSE,CASH,False
Delivery de comida,65.87,2024-10-17,EXPENSE,CREDIT_CARD,False
Delivery de comida,47.7,2024-10-17,EXPENSE,CREDIT_CARD,False
Loja de roupas,495.72,2024-10-18,EXPENSE,DEBIT_CARD,False
Dividendos,309.95,2024-10-18,INCOME,BANK_TRANSFER,True
Passagem aerea,1472.91,2024-10-18,EXPENSE,CASH,False
Reembolso empresarial,581.61,2024-10-18,INCOME,BANK_TRANSFER,False
Curso online,545.27,2024-10-18,EXPENSE,CASH,False
Conta de energia,278.66,2024-10-18,EXPENSE,BOLETO,True
Venda de produto,937.51,2024-10-18,INCOME,BANK_TRANSFER,False
Restituicao de imposto,2156.54,2024-10-18,INCOME,PIX,False
Impostos e taxas,1247.11,2024-10-18,EXPENSE,PIX,False
Loja de roupas,87.23,2024-10-19,EXPENSE,BANK_TRANSFER,False
Plano de celular,82.45,2024-10-19,EXPENSE,PIX,True
Pet shop,121.13,2024-10-19,EXPENSE,BOLETO,False
Aluguel residencial,1440.43,2024-10-19,EXPENSE,CASH,True
Aplicativo de transporte,43.05,2024-10-19,EXPENSE,CREDIT_CARD,False
Restaurante,138.79,2024-10-19,EXPENSE,DEBIT_CARD,False
Seguro do veiculo,134.71,2024-10-19,EXPENSE,CREDIT_CARD,True
Plano de saude,276.06,2024-10-19,EXPENSE,PIX,True
Supermercado,352.19,2024-10-19,EXPENSE,BANK_TRANSFER,False
Eletronicos,899.57,2024-10-19,EXPENSE,BOLETO,False
Plano de saude,1061.1,2024-10-20,EXPENSE,DEBIT_CARD,False
Curso online,174.32,2024-10-20,EXPENSE,BOLETO,False
Cinema e lazer,126.09,2024-10-20,EXPENSE,CASH,False
Livraria,142.32,2024-10-20,EXPENSE,BANK_TRANSFER,False
Conta de energia,353.49,2024-10-20,EXPENSE,DEBIT_CARD,False
Transferencia recebida,1628.53,2024-10-20,INCOME,BANK_TRANSFER,False
Aluguel residencial,2630.23,2024-10-20,EXPENSE,PIX,True
Aluguel residencial,1000.65,2024-10-20,EXPENSE,CASH,True
Transferencia recebida,1604.38,2024-10-20,INCOME,PIX,False
Curso online,296.46,2024-10-20,EXPENSE,CREDIT_CARD,False
Combustivel,111.98,2024-10-20,EXPENSE,DEBIT_CARD,False
Aplicativo de transporte,20.44,2024-10-20,EXPENSE,CASH,False
Internet residencial,92.19,2024-10-20,EXPENSE,PIX,True
Academia,149.14,2024-10-21,EXPENSE,PIX,True
Venda de produto,956.13,2024-10-21,INCOME,BANK_TRANSFER,False
Doacao,183.96,2024-10-21,EXPENSE,CASH,False
