usuario_id,idade,estado,cidade,renda_mensal_base,nivel_endividamento_base_pct,frequencia_poupanca_declarada,reserva_financeira_inicial,dependentes,objetivo_financeiro,perfil_sintetico_base,split,fonte
USR000184,36,DF,Brasilia,6935.69,17.16,ALTA,63222.19,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000185,52,CE,Fortaleza,4194.58,34.46,MEDIA,7232.27,0,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000186,31,RS,Porto Alegre,3812.8,19.87,ALTA,21611.08,4,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000187,34,SC,Blumenau,10238.13,13.74,ALTA,87405.49,3,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000188,40,MG,Belo Horizonte,2827.0,8.23,ALTA,24406.41,1,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000189,58,ES,Serra,7358.36,20.41,MEDIA,54861.35,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000190,48,PE,Jaboatao,3393.6,33.6,MEDIA,11356.09,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000191,39,DF,Brasilia,4680.83,15.95,ALTA,20245.12,2,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000192,26,CE,Juazeiro do Norte,5128.7,47.3,BAIXA,1529.53,3,VIAGEM,EM_RISCO,TRAIN,SINTETICO
USR000193,30,ES,Cariacica,5038.55,17.46,MEDIA,45332.82,2,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000194,31,SC,Joinville,6133.13,58.87,BAIXA,3933.53,2,QUITAR_DIVIDAS,EM_RISCO,VALIDATION,SINTETICO
USR000195,43,CE,Fortaleza,15662.79,40.42,BAIXA,57860.82,2,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000196,18,SP,Sorocaba,7564.21,79.01,BAIXA,3595.75,1,APOSENTADORIA,EM_RISCO,VALIDATION,SINTETICO
USR000197,24,GO,Goiania,2440.43,62.71,NUNCA,1213.18,0,VIAGEM,EM_RISCO,TEST,SINTETICO
USR000198,38,CE,Fortaleza,2304.09,45.64,NUNCA,4.95,2,ORGANIZAR_ORCAMENTO,EM_RISCO,TEST,SINTETICO
USR000199,31,BA,Feira de Santana,8485.78,70.37,BAIXA,5364.61,1,QUITAR_DIVIDAS,EM_RISCO,TEST,SINTETICO
USR000200,29,GO,Anapolis,4146.9,0.78,ALTA,19888.4,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000201,22,BA,Vitoria da Conquista,5732.38,56.72,BAIXA,2253.05,1,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000202,48,MG,Uberlandia,2617.41,1.8,ALTA,25541.08,1,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000203,30,PR,Curitiba,4143.4,19.4,MEDIA,3971.97,4,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000204,24,RJ,Rio de Janeiro,3900.43,27.64,MEDIA,14816.26,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000205,30,PE,Recife,23927.62,46.56,NUNCA,9608.83,1,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000206,52,PE,Jaboatao,2748.4,32.66,MEDIA,3332.53,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000207,38,SC,Florianopolis,11805.23,17.94,ALTA,88153.44,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000208,40,PR,Curitiba,4695.86,28.66,BAIXA,2967.36,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000209,37,RS,Pelotas,10688.27,78.63,BAIXA,240.52,3,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000210,33,PE,Recife,3402.2,37.02,BAIXA,6490.77,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000211,31,SP,Sao Paulo,7029.62,58.29,BAIXA,5538.75,2,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000212,47,DF,Brasilia,5209.8,42.5,MEDIA,8905.48,0,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000213,23,RS,Caxias do Sul,6631.62,6.61,ALTA,44091.86,1,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000214,28,SP,Sorocaba,9284.48,44.47,BAIXA,35758.0,3,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000215,41,GO,Anapolis,5442.33,80.25,BAIXA,1271.3,0,ORGANIZAR_ORCAMENTO,EM_RISCO,VALIDATION,SINTETICO
USR000216,48,GO,Goiania,2659.4,21.47,ALTA,24449.39,3,VIAGEM,SAUDAVEL,VALIDATION,SINTETICO
USR000217,31,SC,Florianopolis,3235.27,10.87,ALTA,16770.14,1,QUITAR_DIVIDAS,SAUDAVEL,TEST,SINTETICO
USR000218,35,DF,Brasilia,4722.24,51.18,BAIXA,1111.42,0,RESERVA_EMERGENCIA,EM_RISCO,TEST,SINTETICO
USR000219,40,MG,Belo Horizonte,5149.17,14.95,ALTA,16502.89,2,QUITAR_DIVIDAS,SAUDAVEL,TEST,SINTETICO
USR000220,36,RS,Porto Alegre,6593.58,34.32,MEDIA,13267.32,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000221,27,BA,Vitoria da Conquista,1709.4,27.41,MEDIA,3481.73,3,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000222,20,DF,Brasilia,5164.32,20.55,MEDIA,5464.44,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000223,46,ES,Cariacica,3944.83,19.76,MEDIA,8447.25,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000224,32,RS,Porto Alegre,5058.13,1.92,ALTA,16107.41,1,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000225,42,CE,Caucaia,7440.52,26.76,MEDIA,13154.77,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000226,18,PE,Olinda,10731.89,38.13,NUNCA,9338.41,2,VIAGEM,EM_RISCO,TRAIN,SINTETICO
USR000227,29,CE,Fortaleza,12725.15,68.24,BAIXA,595.63,1,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000228,46,SC,Florianopolis,3163.07,7.92,ALTA,28265.26,1,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000229,53,ES,Cariacica,4964.66,20.88,MEDIA,45833.23,1,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000230,21,ES,Vila Velha,4865.18,22.18,ALTA,29856.2,0,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000231,28,BA,Vitoria da Conquista,3550.93,76.05,NUNCA,140.83,2,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000232,30,BA,Vitoria da Conquista,2360.83,28.55,BAIXA,9359.61,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000233,51,BA,Feira de Santana,5666.8,21.08,BAIXA,7182.55,1,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000234,49,RJ,Rio de Janeiro,9024.71,36.46,MEDIA,25578.1,0,COMPRAR_IMOVEL,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000235,26,PR,Londrina,2066.39,26.93,MEDIA,6772.19,2,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000236,43,SP,Sao Paulo,4392.17,42.06,BAIXA,3754.21,0,VIAGEM,EM_RISCO,VALIDATION,SINTETICO
USR000237,50,RJ,Rio de Janeiro,5735.5,77.95,BAIXA,2467.68,0,VIAGEM,EM_RISCO,TEST,SINTETICO
USR000238,30,MG,Juiz de Fora,7506.87,1.36,MEDIA,51156.43,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,TEST,SINTETICO
USR000239,42,BA,Feira de Santana,7673.64,38.75,BAIXA,4260.8,0,VIAGEM,EM_OBSERVACAO,TEST,SINTETICO
USR000240,51,ES,Cariacica,6677.08,43.18,MEDIA,16156.83,2,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000241,23,RS,Porto Alegre,2896.56,26.05,BAIXA,7370.06,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000242,18,RS,Porto Alegre,11885.44,42.57,NUNCA,11024.73,0,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000243,38,GO,Goiania,1400.0,33.6,MEDIA,4989.96,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000244,25,MG,Belo Horizonte,4280.47,27.51,BAIXA,15247.51,0,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000245,29,MG,Uberlandia,1551.89,34.38,MEDIA,4529.34,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000246,33,PE,Recife,8244.5,4.13,MEDIA,30741.63,2,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000247,36,PE,Recife,4880.02,22.58,MEDIA,6400.93,0,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000248,28,MG,Uberlandia,6527.99,23.32,ALTA,46250.46,1,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000249,18,ES,Vitoria,3242.56,18.43,ALTA,28501.59,0,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000250,33,SC,Blumenau,6291.82,17.73,ALTA,56727.39,1,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000251,36,MG,Belo Horizonte,4507.43,48.29,NUNCA,1800.51,1,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000252,35,CE,Fortaleza,2459.79,5.25,MEDIA,24148.13,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000253,29,PE,Olinda,7150.88,2.42,ALTA,39553.17,2,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000254,30,RS,Pelotas,3329.17,0.87,MEDIA,27857.51,1,APOSENTADORIA,SAUDAVEL,VALIDATION,SINTETICO
USR000255,46,MG,Juiz de Fora,3181.93,30.2,BAIXA,7375.45,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000256,32,PR,Londrina,3755.44,38.73,BAIXA,10722.91,2,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000257,41,MG,Belo Horizonte,5470.03,46.21,BAIXA,12382.84,1,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TEST,SINTETICO
USR000258,37,DF,Brasilia,3016.34,12.33,ALTA,19219.33,2,COMPRAR_IMOVEL,SAUDAVEL,TEST,SINTETICO
USR000259,44,SC,Florianopolis,6448.38,8.06,ALTA,44203.1,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,TEST,SINTETICO
USR000260,42,SC,Blumenau,7554.16,25.94,MEDIA,4655.03,0,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000261,25,GO,Goiania,8383.53,28.85,MEDIA,27673.08,0,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000262,68,ES,Cariacica,6853.12,13.18,ALTA,63545.73,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000263,41,ES,Vitoria,1400.0,20.88,BAIXA,4392.61,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000264,43,RS,Pelotas,3655.54,39.66,MEDIA,14505.0,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000265,40,SC,Joinville,7189.62,4.57,MEDIA,71648.6,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000266,43,PE,Recife,8676.59,58.05,NUNCA,3014.72,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000267,49,PR,Maringa,6206.72,40.71,MEDIA,8601.86,0,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000268,29,RJ,Rio de Janeiro,5416.01,45.3,BAIXA,8231.2,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000269,31,RS,Porto Alegre,3660.61,18.32,ALTA,19532.32,2,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000270,31,SP,Sorocaba,4419.4,34.78,MEDIA,11409.52,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000271,40,SC,Florianopolis,2116.74,70.89,BAIXA,1068.45,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000272,26,PR,Londrina,4117.16,5.74,MEDIA,18316.07,0,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000273,47,RJ,Niteroi,6232.08,25.89,MEDIA,16847.28,2,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000274,30,RS,Caxias do Sul,5763.14,21.07,ALTA,45324.34,1,APOSENTADORIA,SAUDAVEL,VALIDATION,SINTETICO
USR000275,37,DF,Brasilia,4699.69,47.41,MEDIA,7543.93,1,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000276,49,MG,Juiz de Fora,5931.49,39.54,BAIXA,1843.13,3,QUITAR_DIVIDAS,EM_RISCO,VALIDATION,SINTETICO
USR000277,38,DF,Brasilia,3011.28,8.62,ALTA,20094.95,1,RESERVA_EMERGENCIA,SAUDAVEL,TEST,SINTETICO
USR000278,56,PE,Jaboatao,3614.21,66.53,NUNCA,3277.0,0,VIAGEM,EM_RISCO,TEST,SINTETICO
USR000279,40,PR,Maringa,4998.24,47.9,MEDIA,17222.87,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000280,40,ES,Vila Velha,2767.04,23.7,ALTA,14574.54,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000281,36,PR,Curitiba,7633.75,80.09,BAIXA,2813.89,1,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000282,50,GO,Aparecida de Goiania,5248.06,5.14,ALTA,23885.14,2,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000283,46,MG,Juiz de Fora,9089.23,44.36,BAIXA,4492.95,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000284,28,RJ,Niteroi,7573.61,27.56,MEDIA,5453.44,2,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000285,62,DF,Brasilia,8145.61,3.66,ALTA,44257.07,1,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000286,37,MG,Uberlandia,5003.11,9.72,ALTA,43335.9,3,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000287,34,GO,Anapolis,2028.86,18.99,MEDIA,2066.58,2,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000288,60,SC,Florianopolis,13610.03,23.18,BAIXA,27497.43,2,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000289,36,MG,Belo Horizonte,9266.06,39.17,MEDIA,14153.97,0,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000290,47,DF,Brasilia,6728.44,49.11,NUNCA,3861.36,0,QUITAR_DIVIDAS,EM_RISCO,TRAIN,SINTETICO
USR000291,39,GO,Aparecida de Goiania,6156.74,12.17,ALTA,47971.97,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000292,63,RJ,Duque de Caxias,4177.3,3.95,MEDIA,16972.35,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000293,43,GO,Anapolis,3367.47,15.56,ALTA,14293.01,1,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000294,39,GO,Aparecida de Goiania,2466.55,45.14,BAIXA,2141.07,0,QUITAR_DIVIDAS,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000295,36,ES,Vitoria,6028.76,2.59,MEDIA,46149.46,3,RESERVA_EMERGENCIA,SAUDAVEL,VALIDATION,SINTETICO
USR000296,39,PR,Maringa,4784.26,47.59,BAIXA,5513.69,2,APOSENTADORIA,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000297,45,DF,Brasilia,16361.54,18.77,ALTA,123853.6,1,COMPRAR_IMOVEL,SAUDAVEL,TEST,SINTETICO
USR000298,44,GO,Anapolis,7532.01,26.21,BAIXA,7670.47,0,COMPRAR_IMOVEL,EM_OBSERVACAO,TEST,SINTETICO
USR000299,23,BA,Salvador,9063.65,22.96,MEDIA,19832.89,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000300,37,RJ,Rio de Janeiro,4263.42,35.66,MEDIA,9356.42,0,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000301,48,SP,Campinas,2468.86,8.03,ALTA,10690.51,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000302,34,BA,Feira de Santana,7769.96,67.68,BAIXA,2502.04,1,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000303,38,PR,Londrina,4090.78,57.82,BAIXA,1461.21,2,VIAGEM,EM_RISCO,TRAIN,SINTETICO
USR000304,40,SP,Sao Paulo,4887.62,50.49,NUNCA,1169.45,1,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000305,35,GO,Aparecida de Goiania,1691.89,22.39,BAIXA,6464.43,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000306,46,RJ,Niteroi,9116.91,37.65,MEDIA,18030.46,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000307,42,SP,Santos,5546.65,70.4,BAIXA,1658.0,0,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000308,39,BA,Salvador,2207.11,20.16,ALTA,7580.39,0,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000309,35,CE,Caucaia,6085.31,43.48,MEDIA,3197.2,2,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000310,32,ES,Serra,5349.57,79.73,BAIXA,4482.29,0,ORGANIZAR_ORCAMENTO,EM_RISCO,TRAIN,SINTETICO
USR000311,18,GO,Anapolis,5520.42,18.01,MEDIA,15779.28,2,VIAGEM,EM_OBSERVACAO,TRAIN,SINTETICO
USR000312,25,CE,Caucaia,3618.0,28.77,BAIXA,3368.61,3,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000313,29,PR,Curitiba,9640.92,1.83,ALTA,53567.65,0,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000314,27,BA,Vitoria da Conquista,6793.28,19.57,MEDIA,32196.86,2,APOSENTADORIA,SAUDAVEL,VALIDATION,SINTETICO
USR000315,46,RS,Pelotas,5073.54,1.73,MEDIA,33562.5,2,ORGANIZAR_ORCAMENTO,SAUDAVEL,VALIDATION,SINTETICO
USR000316,30,GO,Anapolis,7837.37,22.43,ALTA,35580.22,0,VIAGEM,SAUDAVEL,VALIDATION,SINTETICO
USR000317,29,DF,Brasilia,2881.47,41.62,MEDIA,5986.57,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000318,51,MG,Belo Horizonte,3118.86,7.28,ALTA,27169.48,3,VIAGEM,SAUDAVEL,TEST,SINTETICO
USR000319,34,DF,Brasilia,4452.13,42.28,MEDIA,17260.96,1,COMPRAR_IMOVEL,EM_OBSERVACAO,TEST,SINTETICO
USR000320,45,RS,Pelotas,2656.47,20.4,MEDIA,8898.1,0,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000321,54,GO,Aparecida de Goiania,2351.26,15.19,ALTA,18026.73,2,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000322,38,DF,Brasilia,2569.52,67.82,BAIXA,500.57,1,VIAGEM,EM_RISCO,TRAIN,SINTETICO
USR000323,60,PE,Recife,2383.38,1.33,ALTA,12011.18,2,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000324,60,RS,Caxias do Sul,3237.26,21.74,MEDIA,16426.85,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000325,23,PE,Recife,4649.93,56.47,BAIXA,242.39,1,APOSENTADORIA,EM_RISCO,TRAIN,SINTETICO
USR000326,54,DF,Brasilia,4509.32,43.94,MEDIA,18031.56,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000327,27,SC,Joinville,1940.59,43.04,BAIXA,5411.55,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000328,33,MG,Belo Horizonte,8812.55,18.65,MEDIA,81520.56,1,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000329,38,MG,Uberlandia,4592.25,43.54,MEDIA,14853.58,1,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000330,38,ES,Serra,3442.06,32.7,BAIXA,3672.58,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000331,25,MG,Uberlandia,4550.72,12.56,ALTA,18873.24,2,RESERVA_EMERGENCIA,SAUDAVEL,TRAIN,SINTETICO
USR000332,39,RJ,Rio de Janeiro,6974.57,2.76,MEDIA,26868.31,1,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000333,38,PR,Curitiba,2819.07,22.6,ALTA,26234.56,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000334,20,GO,Goiania,6779.77,16.3,ALTA,49239.41,3,APOSENTADORIA,SAUDAVEL,VALIDATION,SINTETICO
USR000335,44,BA,Salvador,4538.82,13.65,ALTA,41586.96,3,ORGANIZAR_ORCAMENTO,SAUDAVEL,VALIDATION,SINTETICO
USR000336,41,MG,Uberlandia,4848.47,18.83,ALTA,19574.24,1,ORGANIZAR_ORCAMENTO,SAUDAVEL,VALIDATION,SINTETICO
USR000337,27,PE,Jaboatao,2649.06,40.44,BAIXA,370.57,0,COMPRAR_IMOVEL,EM_RISCO,TEST,SINTETICO
USR000338,33,SP,Sao Paulo,6865.04,47.63,BAIXA,21109.07,1,VIAGEM,EM_OBSERVACAO,TEST,SINTETICO
USR000339,40,RJ,Duque de Caxias,6657.67,49.02,NUNCA,6485.03,3,COMPRAR_IMOVEL,EM_RISCO,TEST,SINTETICO
USR000340,34,GO,Anapolis,2282.31,11.53,MEDIA,10857.79,0,VIAGEM,SAUDAVEL,TRAIN,SINTETICO
USR000341,67,RJ,Rio de Janeiro,6659.24,4.13,ALTA,35803.96,1,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000342,35,ES,Vila Velha,5110.25,4.93,MEDIA,24495.19,0,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000343,22,RS,Porto Alegre,5513.73,23.05,MEDIA,27174.19,0,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000344,36,CE,Fortaleza,4202.64,23.67,ALTA,32652.21,3,ORGANIZAR_ORCAMENTO,SAUDAVEL,TRAIN,SINTETICO
USR000345,46,DF,Brasilia,4576.04,39.57,BAIXA,10180.9,0,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000346,49,PR,Curitiba,5280.56,47.51,MEDIA,17194.34,1,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000347,29,RJ,Rio de Janeiro,10355.41,45.97,MEDIA,12864.07,2,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000348,40,RJ,Rio de Janeiro,3112.49,2.86,MEDIA,23872.99,1,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000349,49,MG,Belo Horizonte,9275.38,41.55,NUNCA,8444.33,1,RESERVA_EMERGENCIA,EM_RISCO,TRAIN,SINTETICO
USR000350,26,PR,Maringa,2189.6,45.1,BAIXA,3532.37,2,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000351,55,PE,Jaboatao,3083.55,42.47,MEDIA,9862.96,2,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000352,27,CE,Juazeiro do Norte,8164.86,21.79,BAIXA,17822.4,0,COMPRAR_IMOVEL,EM_OBSERVACAO,TRAIN,SINTETICO
USR000353,64,MG,Juiz de Fora,4640.84,23.67,MEDIA,19538.82,3,QUITAR_DIVIDAS,SAUDAVEL,TRAIN,SINTETICO
USR000354,36,PR,Londrina,8468.18,44.87,MEDIA,14798.6,1,QUITAR_DIVIDAS,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000355,55,BA,Vitoria da Conquista,3361.9,25.9,MEDIA,8750.5,0,QUITAR_DIVIDAS,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000356,36,PR,Curitiba,3692.17,27.37,BAIXA,8721.06,0,QUITAR_DIVIDAS,EM_OBSERVACAO,VALIDATION,SINTETICO
USR000357,31,MG,Belo Horizonte,5707.89,47.77,MEDIA,11527.02,0,RESERVA_EMERGENCIA,EM_OBSERVACAO,TEST,SINTETICO
USR000358,29,SP,Campinas,3641.86,43.99,NUNCA,15.05,0,ORGANIZAR_ORCAMENTO,EM_RISCO,TEST,SINTETICO
USR000359,39,RJ,Duque de Caxias,5930.9,50.34,BAIXA,2184.29,0,VIAGEM,EM_RISCO,TEST,SINTETICO
USR000360,43,SC,Florianopolis,5719.28,3.37,MEDIA,47034.29,1,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000361,35,RS,Pelotas,10751.98,39.96,BAIXA,20352.62,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000362,27,RJ,Duque de Caxias,5175.64,41.65,MEDIA,7035.75,0,APOSENTADORIA,EM_OBSERVACAO,TRAIN,SINTETICO
USR000363,46,SP,Sao Paulo,1574.03,34.34,MEDIA,5328.37,3,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000364,41,GO,Goiania,11802.89,81.15,BAIXA,10687.64,0,COMPRAR_IMOVEL,EM_RISCO,TRAIN,SINTETICO
USR000365,31,BA,Salvador,11475.83,21.78,MEDIA,21790.2,0,ORGANIZAR_ORCAMENTO,EM_OBSERVACAO,TRAIN,SINTETICO
USR000366,52,PR,Londrina,2692.95,20.23,MEDIA,22221.07,0,COMPRAR_IMOVEL,SAUDAVEL,TRAIN,SINTETICO
USR000367,25,GO,Goiania,9586.3,26.14,MEDIA,37294.33,0,QUITAR_DIVIDAS,EM_OBSERVACAO,TRAIN,SINTETICO
USR000368,27,CE,Caucaia,3369.56,13.28,ALTA,30834.39,1,APOSENTADORIA,SAUDAVEL,TRAIN,SINTETICO
USR000369,29,RJ,Niteroi,5372.11,36.67,MEDIA,16939.17,1,RESERVA_EMERGENCIA,EM_OBSERVACAO,TRAIN,SINTETICO
