usuario_id,mes_referencia,renda_mensal,total_despesas,percentual_renda_comprometida,nivel_endividamento_pct,taxa_poupanca_pct,percentual_despesas_fixas,percentual_gastos_nao_essenciais,quantidade_despesas_recorrentes,quantidade_transacoes_despesa,variacao_despesas_pct,reserva_em_meses,score_financeiro,perfil_financeiro,confianca_perfil,fatores_risco,fatores_positivos,regra_rotulacao,split,fonte
USR000235,2025-07,2128.45,1467.21,68.93,19.9,3.62,35.69,26.44,4,9,0.0,6.57,92.0,SAUDAVEL,0.8314,baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000236,2025-07,4199.47,5020.51,119.55,43.05,1.76,12.87,87.13,1,4,0.0,3.34,20.0,EM_RISCO,0.9492,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000237,2025-07,5812.01,5502.31,94.67,73.57,2.71,20.78,63.9,6,12,0.0,0.83,8.0,EM_RISCO,0.9133,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000238,2025-07,7794.67,5209.91,66.84,0.35,19.06,7.92,75.46,0,6,0.0,9.82,100.0,SAUDAVEL,0.9281,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000239,2025-07,7842.66,8120.43,103.54,33.39,8.79,29.67,18.03,5,8,0.0,0.52,41.0,EM_RISCO,0.6609,despesas_acima_da_renda|endividamento_moderado|sem_reserva_adequada,poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000240,2025-07,6304.29,5169.08,81.99,43.77,9.53,39.26,29.03,3,8,0.0,3.51,65.0,EM_OBSERVACAO,0.7093,renda_comprometida|endividamento_alto|gastos_nao_essenciais_em_atencao,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000241,2025-07,3112.53,2237.8,71.9,16.17,8.63,18.47,41.83,2,6,0.0,5.46,80.0,SAUDAVEL,0.6754,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000242,2025-07,11900.15,13443.23,112.97,46.74,2.55,87.41,0.0,1,5,0.0,0.82,15.0,EM_RISCO,0.9216,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000243,2025-07,1397.08,1352.23,96.79,30.02,6.58,30.0,0.0,3,7,0.0,3.69,61.0,EM_OBSERVACAO,0.7644,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000244,2025-07,4023.96,3630.52,90.22,31.92,10.51,41.69,0.0,2,4,0.0,4.2,69.0,EM_OBSERVACAO,0.6649,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000245,2025-07,1546.55,1368.45,88.48,33.54,3.47,47.79,24.22,1,5,0.0,3.31,61.0,EM_OBSERVACAO,0.738,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000246,2025-07,7866.81,5020.11,63.81,2.61,14.03,62.7,7.25,3,7,0.0,6.12,100.0,SAUDAVEL,0.9406,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000247,2025-07,4706.07,4469.52,94.97,24.53,5.13,73.87,25.63,6,8,0.0,1.93,48.0,EM_RISCO,0.6273,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000248,2025-07,6592.45,4822.18,73.15,26.77,16.43,54.69,34.73,1,4,0.0,9.59,86.0,SAUDAVEL,0.6946,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_em_atencao,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000249,2025-07,3067.72,2073.99,67.61,18.38,13.95,43.99,31.24,2,8,0.0,16.11,100.0,SAUDAVEL,0.98,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000250,2025-07,5969.78,4147.22,69.47,16.7,14.67,60.49,11.84,3,7,0.0,13.68,100.0,SAUDAVEL,0.923,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000251,2025-07,4447.21,5027.21,113.04,37.42,2.6,63.87,0.0,2,4,0.0,0.36,26.0,EM_RISCO,0.8882,despesas_acima_da_renda|endividamento_moderado|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000252,2025-07,2977.69,1655.64,55.6,5.73,21.04,91.23,8.15,6,10,0.0,14.68,100.0,SAUDAVEL,0.9374,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000253,2025-07,7183.07,4932.6,68.67,7.48,13.53,74.39,5.07,3,6,0.0,10.22,100.0,SAUDAVEL,0.947,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000254,2025-07,3354.45,2434.48,72.57,0.0,11.49,45.65,51.02,1,4,0.0,11.44,85.0,SAUDAVEL,0.6904,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000255,2025-07,3268.83,2282.26,69.82,25.38,7.84,57.87,0.0,1,4,0.0,3.23,83.0,SAUDAVEL,0.6769,endividamento_moderado|baixa_taxa_poupanca,despesas_controladas|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000256,2025-07,3711.56,2731.8,73.6,38.34,4.59,29.64,67.98,5,9,0.0,4.42,63.0,EM_OBSERVACAO,0.7592,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000257,2025-07,5440.78,4851.32,89.17,48.96,4.62,37.02,57.63,1,4,0.0,2.55,32.0,EM_RISCO,0.8368,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000258,2025-07,3156.02,1929.57,61.14,15.6,18.86,42.2,5.72,6,9,0.0,11.8,100.0,SAUDAVEL,0.9597,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000259,2025-07,6396.53,4417.1,69.05,9.65,12.36,8.47,39.85,4,8,0.0,11.22,95.0,SAUDAVEL,0.878,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000260,2025-07,7583.29,7262.27,95.77,25.04,5.25,49.88,6.46,6,10,0.0,0.79,46.0,EM_RISCO,0.6393,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000261,2025-07,8494.81,6370.03,74.99,26.18,7.92,50.63,22.49,2,4,0.0,5.94,73.0,EM_OBSERVACAO,0.6288,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000262,2025-07,6507.25,4559.53,70.07,13.1,20.34,66.62,15.4,2,5,0.0,14.48,100.0,SAUDAVEL,0.9301,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000263,2025-07,1321.54,1053.78,79.74,17.98,10.42,51.12,48.02,5,7,0.0,4.2,80.0,SAUDAVEL,0.6567,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000264,2025-07,3596.56,3279.01,91.17,40.99,4.99,67.31,10.77,3,4,0.0,4.42,50.0,EM_OBSERVACAO,0.6012,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000265,2025-07,8423.62,5622.68,66.75,0.0,19.06,30.89,29.05,3,4,0.0,12.74,100.0,SAUDAVEL,0.9755,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000266,2025-07,9436.65,9291.88,98.47,58.91,0.08,46.18,20.37,4,11,0.0,0.62,28.0,EM_RISCO,0.897,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000267,2025-07,6383.11,4787.5,75.0,41.88,3.83,36.82,3.68,3,6,0.0,1.8,54.0,EM_OBSERVACAO,0.6428,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000268,2025-07,5645.13,4703.51,83.32,47.17,10.2,70.07,29.93,2,4,0.0,1.75,57.0,EM_OBSERVACAO,0.6977,renda_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000269,2025-07,3528.44,1894.17,53.68,21.43,19.95,16.76,62.7,3,6,0.0,27.65,91.0,SAUDAVEL,0.8291,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000270,2025-07,4579.12,4146.26,90.55,28.42,8.27,41.56,47.39,5,8,0.0,2.75,51.0,EM_OBSERVACAO,0.5788,renda_muito_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000271,2025-07,2170.87,2317.46,106.75,72.85,0.07,98.63,1.37,3,4,0.0,0.46,5.0,EM_RISCO,0.9203,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000272,2025-07,4044.86,2624.78,64.89,11.23,10.32,57.61,40.01,4,8,0.0,6.98,95.0,SAUDAVEL,0.8538,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000273,2025-07,6252.43,5091.64,81.43,20.49,9.17,44.61,32.03,2,8,0.0,3.76,76.0,SAUDAVEL,0.594,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_em_atencao,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000274,2025-07,6041.73,3534.77,58.51,11.94,14.39,68.27,6.25,1,5,0.0,12.82,100.0,SAUDAVEL,0.9278,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000275,2025-07,5028.0,5159.81,102.62,52.37,5.8,18.15,41.83,2,6,0.0,1.46,19.0,EM_RISCO,0.9292,despesas_acima_da_renda|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000276,2025-07,5740.06,5013.59,87.34,43.62,0.39,64.0,31.01,2,10,0.0,0.49,23.0,EM_RISCO,0.8913,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000277,2025-07,3757.32,1848.77,49.2,9.46,18.81,33.33,43.46,1,7,0.0,10.9,100.0,SAUDAVEL,0.9298,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000278,2025-07,3632.56,3942.56,108.53,68.42,1.02,8.05,3.01,2,9,0.0,0.88,5.0,EM_RISCO,0.9598,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000279,2025-07,4850.23,4322.28,89.11,41.13,3.69,25.91,41.25,2,8,0.0,9.59,45.0,EM_RISCO,0.6261,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000280,2025-07,2970.46,1686.58,56.78,20.8,11.81,48.5,11.05,3,7,0.0,8.64,96.0,SAUDAVEL,0.8805,endividamento_moderado,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000281,2025-07,7464.44,6753.95,90.48,82.48,0.05,65.65,0.25,4,7,0.0,0.63,18.0,EM_RISCO,0.9746,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000282,2025-07,7130.8,3889.95,54.55,4.46,20.91,38.22,40.8,3,11,0.0,7.55,100.0,SAUDAVEL,0.9519,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000283,2025-07,12511.79,10630.98,84.97,37.11,1.1,20.21,0.0,2,4,0.0,0.42,51.0,EM_OBSERVACAO,0.5972,renda_comprometida|endividamento_moderado|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000284,2025-07,7980.95,6138.91,76.92,24.32,6.28,20.76,67.22,1,5,0.0,1.15,55.0,EM_OBSERVACAO,0.641,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000285,2025-07,8337.92,4543.65,54.49,1.37,20.36,49.52,41.13,6,11,0.0,9.94,100.0,SAUDAVEL,0.8997,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000286,2025-07,4912.44,2891.9,58.87,12.24,16.93,63.83,10.78,2,4,0.0,16.8,100.0,SAUDAVEL,0.9447,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000287,2025-07,2101.6,1821.95,86.69,12.19,3.27,57.51,31.33,4,9,0.0,1.51,57.0,EM_OBSERVACAO,0.6557,renda_muito_comprometida|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,baixo_endividamento,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000288,2025-07,14119.91,10588.07,74.99,26.84,7.4,57.99,12.7,2,8,0.0,2.6,65.0,EM_OBSERVACAO,0.726,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000289,2025-07,9921.9,9643.89,97.2,40.75,10.5,56.84,18.7,2,6,0.0,1.47,50.0,EM_OBSERVACAO,0.5542,renda_muito_comprometida|endividamento_alto|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000290,2025-07,6962.86,7725.17,110.95,44.87,2.61,27.27,57.95,4,13,0.0,0.92,5.0,EM_RISCO,0.926,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000291,2025-07,6555.05,3961.15,60.43,7.94,21.67,61.15,9.58,2,8,0.0,14.55,100.0,SAUDAVEL,0.9411,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000292,2025-07,4382.64,2771.58,63.24,6.05,16.89,68.66,6.21,3,8,0.0,7.42,100.0,SAUDAVEL,0.931,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000293,2025-07,3432.86,1751.99,51.04,18.53,10.5,47.65,0.0,2,5,0.0,8.16,100.0,SAUDAVEL,0.9431,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000294,2025-07,2598.84,2119.94,81.57,42.2,4.79,45.04,49.57,4,10,0.0,1.57,44.0,EM_RISCO,0.6706,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000295,2025-07,5784.43,3485.57,60.26,1.67,11.1,25.71,56.41,3,10,0.0,17.72,95.0,SAUDAVEL,0.8476,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000296,2025-07,4949.22,4675.66,94.47,51.23,9.4,46.55,51.07,4,7,0.0,1.81,40.0,EM_RISCO,0.7555,renda_muito_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000297,2025-07,15674.22,10649.3,67.94,11.96,11.89,12.41,87.59,0,4,0.0,13.78,95.0,SAUDAVEL,0.8537,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000298,2025-07,7837.31,6205.16,79.17,17.63,9.32,66.26,26.59,4,8,0.0,1.58,77.0,SAUDAVEL,0.5657,renda_comprometida|reserva_baixa|gastos_nao_essenciais_em_atencao,baixo_endividamento|poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000299,2025-07,9720.75,9199.61,94.64,26.04,3.08,15.76,0.0,2,4,0.0,2.16,53.0,EM_OBSERVACAO,0.638,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000300,2025-07,4259.52,3332.87,78.25,34.69,5.05,54.79,9.28,3,6,0.0,3.57,73.0,EM_OBSERVACAO,0.5756,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000301,2025-07,2536.02,1874.17,73.9,7.1,14.95,45.29,24.94,3,8,0.0,5.8,90.0,SAUDAVEL,0.8023,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000302,2025-07,8674.28,9267.23,106.84,79.58,3.43,81.11,14.52,3,8,0.0,0.3,12.0,EM_RISCO,0.9467,despesas_acima_da_renda|endividamento_muito_alto|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000303,2025-07,4229.21,3671.41,86.81,60.59,0.63,47.43,18.67,4,7,0.0,0.4,18.0,EM_RISCO,0.9644,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000304,2025-07,4716.11,4023.27,85.31,42.73,0.67,31.97,45.3,6,11,0.0,0.39,18.0,EM_RISCO,0.98,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000305,2025-07,1643.88,1420.96,86.44,24.34,8.99,30.59,0.0,3,6,0.0,4.55,69.0,EM_OBSERVACAO,0.6874,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000306,2025-07,11475.53,9130.97,79.57,35.56,10.36,51.21,0.0,4,7,0.0,2.18,73.0,EM_OBSERVACAO,0.5977,renda_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000307,2025-07,5672.91,6041.21,106.49,70.09,0.48,49.89,50.11,1,4,0.0,0.33,0.0,EM_RISCO,0.9297,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000308,2025-07,2272.78,1213.45,53.39,21.01,19.45,37.36,62.64,3,4,0.0,6.25,91.0,SAUDAVEL,0.8167,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000309,2025-07,6621.36,6341.46,95.77,48.49,4.68,74.61,25.39,3,4,0.0,0.5,30.0,EM_RISCO,0.8036,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000310,2025-07,5551.27,6150.23,110.79,72.73,0.42,63.46,26.5,4,11,0.0,0.75,0.0,EM_RISCO,0.9763,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000311,2025-07,5678.92,5355.31,94.3,19.12,8.73,38.02,0.0,3,4,0.0,2.95,70.0,EM_OBSERVACAO,0.6707,renda_muito_comprometida|reserva_baixa,baixo_endividamento|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000312,2025-07,3427.83,2746.29,80.12,31.17,4.79,22.54,21.85,2,7,0.0,2.57,65.0,EM_OBSERVACAO,0.7287,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000313,2025-07,9560.89,6493.36,67.92,1.2,14.29,38.09,29.9,6,12,0.0,11.34,100.0,SAUDAVEL,0.9396,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000314,2025-07,6814.48,4984.55,73.15,17.4,14.08,19.31,25.37,4,6,0.0,7.83,90.0,SAUDAVEL,0.7967,renda_comprometida|gastos_nao_essenciais_em_atencao,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000315,2025-07,5088.64,3172.17,62.34,1.54,12.74,66.54,13.51,3,4,0.0,10.58,100.0,SAUDAVEL,0.9228,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000316,2025-07,7858.64,5838.85,74.3,25.01,17.08,45.45,6.61,2,5,0.0,6.09,91.0,SAUDAVEL,0.8363,renda_comprometida|endividamento_moderado,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000317,2025-07,2767.64,2466.5,89.12,40.18,6.49,43.82,8.45,3,6,0.0,2.95,42.0,EM_RISCO,0.7382,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000318,2025-07,2973.82,2132.85,71.72,5.82,18.07,39.43,53.51,4,6,0.0,12.74,90.0,SAUDAVEL,0.7803,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000319,2025-07,4912.26,4634.66,94.35,40.61,6.76,90.01,9.99,3,4,0.0,3.72,50.0,EM_OBSERVACAO,0.5895,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000320,2025-07,2612.53,1764.15,67.53,18.43,16.93,22.34,41.67,1,8,0.0,7.56,100.0,SAUDAVEL,0.9195,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000321,2025-07,2294.61,1354.9,59.05,12.66,18.85,69.2,30.8,3,4,0.0,14.62,100.0,SAUDAVEL,0.9239,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000322,2025-07,2718.61,2581.54,94.96,67.88,2.94,48.19,31.78,5,9,0.0,0.2,13.0,EM_RISCO,0.9223,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000323,2025-07,2270.24,1563.96,68.89,3.04,15.43,73.54,9.61,4,7,0.0,7.68,100.0,SAUDAVEL,0.98,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000324,2025-07,3924.08,2822.0,71.91,16.14,19.3,17.18,22.58,2,12,0.0,7.61,100.0,SAUDAVEL,0.9675,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000325,2025-07,4832.75,5375.98,111.24,53.02,0.94,52.96,1.01,3,7,0.0,0.05,15.0,EM_RISCO,0.9102,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000326,2025-07,5997.34,4195.0,69.95,36.12,3.33,57.06,19.73,3,10,0.0,5.16,83.0,SAUDAVEL,0.6885,endividamento_moderado|baixa_taxa_poupanca,despesas_controladas|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000327,2025-07,2062.77,1982.38,96.1,41.43,5.86,89.23,10.77,3,4,0.0,2.73,42.0,EM_RISCO,0.7313,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
